Plot Title: 20366935,,between foam mylar,foam mylar air
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2"
7384,2018-06-15 18:57:07,14.50,24.24
7385,2018-06-15 18:58:07,14.50,24.97
7386,2018-06-15 18:59:07,14.50,25.09
7387,2018-06-15 19:00:07,14.45,24.49
7388,2018-06-15 19:01:07,14.33,23.51
7389,2018-06-15 19:02:07,14.37,23.42
7390,2018-06-15 19:03:07,14.33,23.81
7391,2018-06-15 19:04:07,14.24,23.08
7392,2018-06-15 19:05:07,14.28,23.29
7393,2018-06-15 19:06:07,14.20,23.08
7394,2018-06-15 19:07:07,14.15,23.08
7395,2018-06-15 19:08:07,14.15,23.55
7396,2018-06-15 19:09:07,14.11,22.82
7397,2018-06-15 19:10:07,14.03,22.61
7398,2018-06-15 19:11:07,13.98,22.69
7399,2018-06-15 19:12:07,13.90,23.08
7400,2018-06-15 19:13:07,13.85,23.29
7401,2018-06-15 19:14:07,13.85,23.29
7402,2018-06-15 19:15:07,13.81,23.21
7403,2018-06-15 19:16:07,13.73,23.25
7404,2018-06-15 19:17:07,13.73,23.59
7405,2018-06-15 19:18:07,13.64,23.38
7406,2018-06-15 19:19:07,13.64,22.73
7407,2018-06-15 19:20:07,13.55,22.73
7408,2018-06-15 19:21:07,13.55,22.52
7409,2018-06-15 19:22:07,13.47,22.73
7410,2018-06-15 19:23:07,13.38,22.39
7411,2018-06-15 19:24:07,13.38,22.69
7412,2018-06-15 19:25:07,13.38,22.91
7413,2018-06-15 19:26:07,13.30,22.91
7414,2018-06-15 19:27:07,13.30,22.52
7415,2018-06-15 19:28:07,13.21,22.26
7416,2018-06-15 19:29:07,13.12,22.39
7417,2018-06-15 19:30:07,13.12,22.09
7418,2018-06-15 19:31:07,13.08,21.58
7419,2018-06-15 19:32:07,13.04,21.06
7420,2018-06-15 19:33:07,13.00,20.25
7421,2018-06-15 19:34:07,12.91,19.90
7422,2018-06-15 19:35:07,12.91,19.52
7423,2018-06-15 19:36:07,12.82,19.05
7424,2018-06-15 19:37:07,12.78,18.66
7425,2018-06-15 19:38:07,12.74,18.36
7426,2018-06-15 19:39:07,12.65,18.23
7427,2018-06-15 19:40:07,12.61,18.02
7428,2018-06-15 19:41:07,12.57,17.89
7429,2018-06-15 19:42:07,12.52,17.54
7430,2018-06-15 19:43:07,12.44,17.84
7431,2018-06-15 19:44:07,12.35,18.06
7432,2018-06-15 19:45:07,12.27,17.80
7433,2018-06-15 19:46:07,12.22,17.76
7434,2018-06-15 19:47:07,12.18,18.02
7435,2018-06-15 19:48:07,12.05,17.76
7436,2018-06-15 19:49:07,11.97,17.80
7437,2018-06-15 19:50:07,11.92,17.97
7438,2018-06-15 19:51:07,11.79,17.76
7439,2018-06-15 19:52:07,11.71,17.50
7440,2018-06-15 19:53:07,11.67,17.24
7441,2018-06-15 19:54:07,11.62,17.11
7442,2018-06-15 19:55:07,11.49,16.81
7443,2018-06-15 19:56:07,11.41,16.77
7444,2018-06-15 19:57:07,11.32,16.64
7445,2018-06-15 19:58:07,11.28,16.77
7446,2018-06-15 19:59:07,11.15,16.69
7447,2018-06-15 20:00:07,11.15,16.56
7448,2018-06-15 20:01:07,11.02,16.34
7449,2018-06-15 20:02:07,10.94,15.91
7450,2018-06-15 20:03:07,10.89,15.57
7451,2018-06-15 20:04:07,10.81,15.40
7452,2018-06-15 20:05:07,10.77,15.27
7453,2018-06-15 20:06:07,10.64,15.40
7454,2018-06-15 20:07:07,10.64,15.23
7455,2018-06-15 20:08:07,10.55,15.78
7456,2018-06-15 20:09:07,10.46,15.40
7457,2018-06-15 20:10:07,10.38,15.06
7458,2018-06-15 20:11:07,10.34,15.10
7459,2018-06-15 20:12:07,10.25,14.88
7460,2018-06-15 20:13:07,10.16,14.71
7461,2018-06-15 20:14:07,10.12,14.58
7462,2018-06-15 20:15:07,10.04,14.24
7463,2018-06-15 20:16:07,9.95,14.15
7464,2018-06-15 20:17:07,9.91,14.24
7465,2018-06-15 20:18:07,9.82,14.33
7466,2018-06-15 20:19:07,9.78,14.15
7467,2018-06-15 20:20:07,9.69,13.81
7468,2018-06-15 20:21:07,9.65,14.54
7469,2018-06-15 20:22:07,9.56,14.50
7470,2018-06-15 20:23:07,9.52,14.33
7471,2018-06-15 20:24:07,9.48,13.98
7472,2018-06-15 20:25:07,9.35,13.94
7473,2018-06-15 20:26:07,9.26,13.55
7474,2018-06-15 20:27:07,9.26,13.55
7475,2018-06-15 20:28:07,9.22,13.51
7476,2018-06-15 20:29:07,9.14,13.64
7477,2018-06-15 20:30:07,9.09,13.38
7478,2018-06-15 20:31:07,9.05,13.64
7479,2018-06-15 20:32:07,9.01,13.55
7480,2018-06-15 20:33:07,8.92,13.47
7481,2018-06-15 20:34:07,8.88,13.34
7482,2018-06-15 20:35:07,8.83,13.38
7483,2018-06-15 20:36:07,8.79,13.21
7484,2018-06-15 20:37:07,8.75,13.17
7485,2018-06-15 20:38:07,8.71,13.12
7486,2018-06-15 20:39:07,8.62,13.08
7487,2018-06-15 20:40:07,8.58,12.91
7488,2018-06-15 20:41:07,8.53,12.91
7489,2018-06-15 20:42:07,8.49,12.61
7490,2018-06-15 20:43:07,8.41,12.52
7491,2018-06-15 20:44:07,8.36,12.91
7492,2018-06-15 20:45:07,8.32,12.78
7493,2018-06-15 20:46:07,8.28,12.61
7494,2018-06-15 20:47:07,8.19,13.21
7495,2018-06-15 20:48:07,8.19,12.82
7496,2018-06-15 20:49:07,8.11,13.08
7497,2018-06-15 20:50:07,8.11,13.08
7498,2018-06-15 20:51:07,8.02,12.95
7499,2018-06-15 20:52:07,7.98,12.87
7500,2018-06-15 20:53:07,7.93,12.91
7501,2018-06-15 20:54:07,7.93,12.78
7502,2018-06-15 20:55:07,7.89,12.70
7503,2018-06-15 20:56:07,7.81,12.78
7504,2018-06-15 20:57:07,7.72,12.78
7505,2018-06-15 20:58:07,7.72,12.65
7506,2018-06-15 20:59:07,7.68,12.57
7507,2018-06-15 21:00:07,7.63,12.40
7508,2018-06-15 21:01:07,7.63,12.44
7509,2018-06-15 21:02:07,7.55,12.57
7510,2018-06-15 21:03:07,7.55,12.35
7511,2018-06-15 21:04:07,7.46,12.10
7512,2018-06-15 21:05:07,7.42,11.97
7513,2018-06-15 21:06:07,7.38,11.88
7514,2018-06-15 21:07:07,7.38,11.84
7515,2018-06-15 21:08:07,7.33,11.84
7516,2018-06-15 21:09:07,7.25,11.84
7517,2018-06-15 21:10:07,7.29,11.97
7518,2018-06-15 21:11:07,7.20,12.10
7519,2018-06-15 21:12:07,7.16,12.05
7520,2018-06-15 21:13:07,7.12,11.97
7521,2018-06-15 21:14:07,7.08,11.88
7522,2018-06-15 21:15:07,7.03,11.79
7523,2018-06-15 21:16:07,7.03,12.18
7524,2018-06-15 21:17:07,6.95,12.05
7525,2018-06-15 21:18:07,6.95,12.05
7526,2018-06-15 21:19:07,6.95,12.14
7527,2018-06-15 21:20:07,6.90,12.22
7528,2018-06-15 21:21:07,6.90,12.31
7529,2018-06-15 21:22:07,6.78,11.84
7530,2018-06-15 21:23:07,6.82,11.84
7531,2018-06-15 21:24:07,6.78,11.75
7532,2018-06-15 21:25:07,6.73,11.67
7533,2018-06-15 21:26:07,6.69,11.62
7534,2018-06-15 21:27:07,6.65,11.71
7535,2018-06-15 21:28:07,6.65,11.62
7536,2018-06-15 21:29:07,6.60,11.58
7537,2018-06-15 21:30:07,6.56,11.45
7538,2018-06-15 21:31:07,6.52,11.37
7539,2018-06-15 21:32:07,6.52,11.58
7540,2018-06-15 21:33:07,6.52,11.41
7541,2018-06-15 21:34:07,6.48,11.41
7542,2018-06-15 21:35:07,6.43,11.54
7543,2018-06-15 21:36:07,6.39,11.88
7544,2018-06-15 21:37:07,6.35,11.79
7545,2018-06-15 21:38:07,6.39,11.79
7546,2018-06-15 21:39:07,6.35,11.88
7547,2018-06-15 21:40:07,6.35,11.92
7548,2018-06-15 21:41:07,6.26,12.10
7549,2018-06-15 21:42:07,6.22,11.97
7550,2018-06-15 21:43:07,6.22,11.71
7551,2018-06-15 21:44:07,6.22,11.37
7552,2018-06-15 21:45:07,6.17,11.11
7553,2018-06-15 21:46:07,6.13,10.89
7554,2018-06-15 21:47:07,6.09,10.72
7555,2018-06-15 21:48:07,6.09,10.68
7556,2018-06-15 21:49:07,6.09,10.77
7557,2018-06-15 21:50:07,6.09,11.02
7558,2018-06-15 21:51:07,6.05,11.02
7559,2018-06-15 21:52:07,5.96,11.15
7560,2018-06-15 21:53:07,6.05,11.19
7561,2018-06-15 21:54:07,5.96,11.15
7562,2018-06-15 21:55:07,5.96,11.15
7563,2018-06-15 21:56:07,5.96,11.41
7564,2018-06-15 21:57:07,5.92,11.45
7565,2018-06-15 21:58:07,5.92,11.49
7566,2018-06-15 21:59:07,5.83,11.54
7567,2018-06-15 22:00:07,5.87,11.49
7568,2018-06-15 22:01:07,5.79,11.41
7569,2018-06-15 22:02:07,5.79,11.15
7570,2018-06-15 22:03:07,5.79,10.89
7571,2018-06-15 22:04:07,5.75,10.64
7572,2018-06-15 22:05:07,5.75,10.55
7573,2018-06-15 22:06:07,5.75,10.46
7574,2018-06-15 22:07:07,5.75,10.77
7575,2018-06-15 22:08:07,5.70,10.77
7576,2018-06-15 22:09:07,5.70,10.72
7577,2018-06-15 22:10:07,5.66,10.51
7578,2018-06-15 22:11:07,5.62,10.42
7579,2018-06-15 22:12:07,5.62,10.59
7580,2018-06-15 22:13:07,5.62,10.77
7581,2018-06-15 22:14:07,5.57,10.85
7582,2018-06-15 22:15:07,5.57,10.85
7583,2018-06-15 22:16:07,5.53,10.94
7584,2018-06-15 22:17:07,5.53,11.02
7585,2018-06-15 22:18:07,5.49,10.89
7586,2018-06-15 22:19:07,5.45,10.68
7587,2018-06-15 22:20:07,5.45,10.59
7588,2018-06-15 22:21:07,5.45,10.42
7589,2018-06-15 22:22:07,5.36,10.46
7590,2018-06-15 22:23:07,5.40,10.51
7591,2018-06-15 22:24:07,5.36,10.51
7592,2018-06-15 22:25:07,5.40,10.55
7593,2018-06-15 22:26:07,5.36,10.51
7594,2018-06-15 22:27:07,5.32,10.55
7595,2018-06-15 22:28:07,5.27,10.51
7596,2018-06-15 22:29:07,5.27,10.42
7597,2018-06-15 22:30:07,5.27,10.46
7598,2018-06-15 22:31:07,5.23,10.34
7599,2018-06-15 22:32:07,5.23,10.59
7600,2018-06-15 22:33:07,5.23,10.55
7601,2018-06-15 22:34:07,5.19,10.51
7602,2018-06-15 22:35:07,5.15,10.64
7603,2018-06-15 22:36:07,5.15,10.72
7604,2018-06-15 22:37:07,5.10,10.85
7605,2018-06-15 22:38:07,5.15,10.94
7606,2018-06-15 22:39:07,5.10,11.07
7607,2018-06-15 22:40:07,5.06,11.02
7608,2018-06-15 22:41:07,5.02,10.94
7609,2018-06-15 22:42:07,5.02,10.81
7610,2018-06-15 22:43:07,5.02,10.68
7611,2018-06-15 22:44:07,5.02,10.72
7612,2018-06-15 22:45:07,4.97,10.55
7613,2018-06-15 22:46:07,5.02,10.59
7614,2018-06-15 22:47:07,4.93,10.55
7615,2018-06-15 22:48:07,4.93,10.64
7616,2018-06-15 22:49:07,4.93,10.64
7617,2018-06-15 22:50:07,4.89,10.59
7618,2018-06-15 22:51:07,4.93,10.46
7619,2018-06-15 22:52:07,4.84,10.25
7620,2018-06-15 22:53:07,4.84,10.34
7621,2018-06-15 22:54:07,4.84,10.51
7622,2018-06-15 22:55:07,4.80,10.51
7623,2018-06-15 22:56:07,4.80,10.42
7624,2018-06-15 22:57:07,4.80,10.59
7625,2018-06-15 22:58:07,4.76,10.51
7626,2018-06-15 22:59:07,4.76,10.42
7627,2018-06-15 23:00:07,4.76,10.55
7628,2018-06-15 23:01:07,4.72,10.55
7629,2018-06-15 23:02:07,4.72,10.38
7630,2018-06-15 23:03:07,4.67,10.38
7631,2018-06-15 23:04:07,4.63,10.29
7632,2018-06-15 23:05:07,4.63,10.38
7633,2018-06-15 23:06:07,4.63,10.55
7634,2018-06-15 23:07:07,4.63,10.59
7635,2018-06-15 23:08:07,4.54,10.55
7636,2018-06-15 23:09:07,4.59,10.51
7637,2018-06-15 23:10:07,4.54,10.51
7638,2018-06-15 23:11:07,4.54,10.51
7639,2018-06-15 23:12:07,4.50,10.21
7640,2018-06-15 23:13:07,4.46,10.25
7641,2018-06-15 23:14:07,4.50,10.16
7642,2018-06-15 23:15:07,4.46,10.04
7643,2018-06-15 23:16:07,4.46,9.95
7644,2018-06-15 23:17:07,4.42,10.21
7645,2018-06-15 23:18:07,4.37,10.34
7646,2018-06-15 23:19:07,4.37,10.38
7647,2018-06-15 23:20:07,4.37,10.34
7648,2018-06-15 23:21:07,4.33,10.29
7649,2018-06-15 23:22:07,4.33,10.25
7650,2018-06-15 23:23:07,4.24,10.16
7651,2018-06-15 23:24:07,4.24,10.04
7652,2018-06-15 23:25:07,4.24,9.86
7653,2018-06-15 23:26:07,4.24,9.31
7654,2018-06-15 23:27:07,4.20,9.18
7655,2018-06-15 23:28:07,4.20,9.05
7656,2018-06-15 23:29:07,4.20,9.01
7657,2018-06-15 23:30:07,4.12,9.22
7658,2018-06-15 23:31:07,4.07,9.48
7659,2018-06-15 23:32:07,4.03,9.61
7660,2018-06-15 23:33:07,4.07,9.82
7661,2018-06-15 23:34:07,4.07,9.91
7662,2018-06-15 23:35:07,4.07,9.82
7663,2018-06-15 23:36:07,3.99,9.56
7664,2018-06-15 23:37:07,4.03,9.52
7665,2018-06-15 23:38:07,3.99,9.82
7666,2018-06-15 23:39:07,3.94,9.91
7667,2018-06-15 23:40:07,3.94,9.91
7668,2018-06-15 23:41:07,3.94,10.08
7669,2018-06-15 23:42:07,3.94,10.16
7670,2018-06-15 23:43:07,3.90,10.25
7671,2018-06-15 23:44:07,3.90,10.29
7672,2018-06-15 23:45:07,3.86,10.29
7673,2018-06-15 23:46:07,3.90,10.42
7674,2018-06-15 23:47:07,3.90,10.42
7675,2018-06-15 23:48:07,3.86,10.46
7676,2018-06-15 23:49:07,3.86,10.42
7677,2018-06-15 23:50:07,3.82,10.38
7678,2018-06-15 23:51:07,3.82,10.59
7679,2018-06-15 23:52:07,3.82,10.51
7680,2018-06-15 23:53:07,3.86,10.42
7681,2018-06-15 23:54:07,3.86,10.08
7682,2018-06-15 23:55:07,3.82,9.91
7683,2018-06-15 23:56:07,3.82,9.65
7684,2018-06-15 23:57:07,3.86,9.65
7685,2018-06-15 23:58:07,3.82,9.56
7686,2018-06-15 23:59:07,3.86,9.61
7687,2018-06-16 0:00:07,3.82,9.78
7688,2018-06-16 0:01:07,3.86,9.69
7689,2018-06-16 0:02:07,3.82,9.82
7690,2018-06-16 0:03:07,3.82,9.95
7691,2018-06-16 0:04:07,3.82,9.82
7692,2018-06-16 0:05:07,3.82,9.82
7693,2018-06-16 0:06:07,3.86,9.78
7694,2018-06-16 0:07:07,3.86,9.69
7695,2018-06-16 0:08:07,3.86,9.44
7696,2018-06-16 0:09:07,3.77,9.09
7697,2018-06-16 0:10:07,3.86,9.31
7698,2018-06-16 0:11:07,3.86,9.31
7699,2018-06-16 0:12:07,3.77,9.26
7700,2018-06-16 0:13:07,3.77,9.52
7701,2018-06-16 0:14:07,3.82,9.74
7702,2018-06-16 0:15:07,3.77,9.31
7703,2018-06-16 0:16:07,3.77,9.01
7704,2018-06-16 0:17:07,3.77,8.96
7705,2018-06-16 0:18:07,3.77,9.44
7706,2018-06-16 0:19:07,3.73,9.65
7707,2018-06-16 0:20:07,3.77,9.78
7708,2018-06-16 0:21:07,3.73,9.31
7709,2018-06-16 0:22:07,3.69,9.26
7710,2018-06-16 0:23:07,3.73,9.26
7711,2018-06-16 0:24:07,3.69,9.44
7712,2018-06-16 0:25:07,3.69,9.44
7713,2018-06-16 0:26:07,3.64,9.65
7714,2018-06-16 0:27:07,3.64,9.74
7715,2018-06-16 0:28:07,3.60,9.61
7716,2018-06-16 0:29:07,3.60,9.05
7717,2018-06-16 0:30:07,3.60,8.75
7718,2018-06-16 0:31:07,3.60,8.36
7719,2018-06-16 0:32:07,3.52,8.36
7720,2018-06-16 0:33:07,3.52,9.18
7721,2018-06-16 0:34:07,3.52,9.14
7722,2018-06-16 0:35:07,3.52,9.05
7723,2018-06-16 0:36:07,3.52,8.88
7724,2018-06-16 0:37:07,3.47,8.88
7725,2018-06-16 0:38:07,3.47,9.05
7726,2018-06-16 0:39:07,3.43,9.05
7727,2018-06-16 0:40:07,3.43,9.01
7728,2018-06-16 0:41:07,3.39,8.96
7729,2018-06-16 0:42:07,3.39,8.71
7730,2018-06-16 0:43:07,3.43,8.45
7731,2018-06-16 0:44:07,3.39,8.96
7732,2018-06-16 0:45:07,3.30,8.96
7733,2018-06-16 0:46:07,3.30,8.88
7734,2018-06-16 0:47:07,3.30,8.53
7735,2018-06-16 0:48:07,3.34,8.49
7736,2018-06-16 0:49:07,3.30,8.58
7737,2018-06-16 0:50:07,3.26,8.92
7738,2018-06-16 0:51:07,3.30,9.05
7739,2018-06-16 0:52:07,3.21,9.22
7740,2018-06-16 0:53:07,3.26,9.18
7741,2018-06-16 0:54:07,3.26,8.79
7742,2018-06-16 0:55:07,3.21,8.58
7743,2018-06-16 0:56:07,3.21,8.71
7744,2018-06-16 0:57:07,3.21,9.14
7745,2018-06-16 0:58:07,3.17,9.18
7746,2018-06-16 0:59:07,3.21,9.09
7747,2018-06-16 1:00:07,3.17,8.66
7748,2018-06-16 1:01:07,3.21,8.53
7749,2018-06-16 1:02:07,3.17,8.62
7750,2018-06-16 1:03:07,3.13,8.62
7751,2018-06-16 1:04:07,3.17,8.41
7752,2018-06-16 1:05:07,3.13,8.71
7753,2018-06-16 1:06:07,3.13,8.83
7754,2018-06-16 1:07:07,3.13,8.83
7755,2018-06-16 1:08:07,3.13,8.71
7756,2018-06-16 1:09:07,3.13,8.62
7757,2018-06-16 1:10:07,3.09,8.75
7758,2018-06-16 1:11:07,3.13,8.66
7759,2018-06-16 1:12:07,3.13,8.79
7760,2018-06-16 1:13:07,3.13,8.83
7761,2018-06-16 1:14:07,3.04,8.83
7762,2018-06-16 1:15:07,3.04,8.75
7763,2018-06-16 1:16:07,3.04,8.49
7764,2018-06-16 1:17:07,3.04,8.11
7765,2018-06-16 1:18:07,3.09,7.85
7766,2018-06-16 1:19:07,3.00,8.02
7767,2018-06-16 1:20:07,3.00,8.45
7768,2018-06-16 1:21:07,3.00,8.79
7769,2018-06-16 1:22:07,3.04,8.75
7770,2018-06-16 1:23:07,3.00,8.75
7771,2018-06-16 1:24:07,3.00,8.88
7772,2018-06-16 1:25:07,3.00,8.96
7773,2018-06-16 1:26:07,2.96,8.58
7774,2018-06-16 1:27:07,2.96,8.58
7775,2018-06-16 1:28:07,2.91,8.58
7776,2018-06-16 1:29:07,2.91,8.58
7777,2018-06-16 1:30:07,2.91,8.32
7778,2018-06-16 1:31:07,2.91,8.19
7779,2018-06-16 1:32:07,2.91,8.23
7780,2018-06-16 1:33:07,2.91,8.36
7781,2018-06-16 1:34:07,2.91,8.53
7782,2018-06-16 1:35:07,2.87,8.19
7783,2018-06-16 1:36:07,2.87,8.06
7784,2018-06-16 1:37:07,2.87,8.32
7785,2018-06-16 1:38:07,2.87,8.41
7786,2018-06-16 1:39:07,2.83,8.15
7787,2018-06-16 1:40:07,2.87,8.06
7788,2018-06-16 1:41:07,2.83,8.41
7789,2018-06-16 1:42:07,2.87,8.75
7790,2018-06-16 1:43:07,2.83,9.14
7791,2018-06-16 1:44:07,2.83,8.71
7792,2018-06-16 1:45:07,2.83,8.49
7793,2018-06-16 1:46:07,2.83,8.49
7794,2018-06-16 1:47:07,2.87,8.83
7795,2018-06-16 1:48:07,2.79,9.05
7796,2018-06-16 1:49:07,2.83,8.49
7797,2018-06-16 1:50:07,2.79,8.15
7798,2018-06-16 1:51:07,2.79,8.06
7799,2018-06-16 1:52:07,2.79,8.32
7800,2018-06-16 1:53:07,2.79,8.66
7801,2018-06-16 1:54:07,2.74,8.83
7802,2018-06-16 1:55:07,2.74,8.58
7803,2018-06-16 1:56:07,2.79,8.79
7804,2018-06-16 1:57:07,2.79,8.58
7805,2018-06-16 1:58:07,2.74,8.36
7806,2018-06-16 1:59:07,2.74,8.32
7807,2018-06-16 2:00:07,2.83,8.28
7808,2018-06-16 2:01:07,2.79,8.02
7809,2018-06-16 2:02:07,2.79,8.06
7810,2018-06-16 2:03:07,2.83,8.15
7811,2018-06-16 2:04:07,2.79,8.11
7812,2018-06-16 2:05:07,2.79,8.32
7813,2018-06-16 2:06:07,2.79,8.06
7814,2018-06-16 2:07:07,2.74,8.28
7815,2018-06-16 2:08:07,2.74,8.15
7816,2018-06-16 2:09:07,2.74,8.19
7817,2018-06-16 2:10:07,2.74,8.62
7818,2018-06-16 2:11:07,2.79,8.49
7819,2018-06-16 2:12:07,2.74,8.41
7820,2018-06-16 2:13:07,2.79,8.41
7821,2018-06-16 2:14:07,2.79,8.41
7822,2018-06-16 2:15:07,2.74,8.45
7823,2018-06-16 2:16:07,2.79,8.49
7824,2018-06-16 2:17:07,2.79,8.92
7825,2018-06-16 2:18:07,2.83,8.62
7826,2018-06-16 2:19:07,2.74,8.75
7827,2018-06-16 2:20:07,2.83,8.45
7828,2018-06-16 2:21:07,2.79,8.36
7829,2018-06-16 2:22:07,2.79,8.32
7830,2018-06-16 2:23:07,2.83,8.23
7831,2018-06-16 2:24:07,2.79,8.23
7832,2018-06-16 2:25:07,2.83,8.23
7833,2018-06-16 2:26:07,2.83,8.71
7834,2018-06-16 2:27:07,2.87,8.45
7835,2018-06-16 2:28:07,2.83,8.36
7836,2018-06-16 2:29:07,2.87,8.53
7837,2018-06-16 2:30:07,2.79,8.49
7838,2018-06-16 2:31:07,2.83,8.41
7839,2018-06-16 2:32:07,2.87,8.96
7840,2018-06-16 2:33:07,2.83,8.23
7841,2018-06-16 2:34:07,2.83,7.81
7842,2018-06-16 2:35:07,2.83,8.02
7843,2018-06-16 2:36:07,2.87,8.02
7844,2018-06-16 2:37:07,2.87,8.02
7845,2018-06-16 2:38:07,2.83,7.81
7846,2018-06-16 2:39:07,2.79,7.89
7847,2018-06-16 2:40:07,2.83,8.19
7848,2018-06-16 2:41:07,2.87,7.93
7849,2018-06-16 2:42:07,2.87,7.63
7850,2018-06-16 2:43:07,2.87,7.72
7851,2018-06-16 2:44:07,2.83,8.06
7852,2018-06-16 2:45:07,2.83,8.49
7853,2018-06-16 2:46:07,2.83,8.23
7854,2018-06-16 2:47:07,2.83,8.11
7855,2018-06-16 2:48:07,2.83,7.93
7856,2018-06-16 2:49:07,2.83,8.06
7857,2018-06-16 2:50:07,2.83,8.11
7858,2018-06-16 2:51:07,2.83,8.15
7859,2018-06-16 2:52:07,2.87,8.11
7860,2018-06-16 2:53:07,2.79,8.02
7861,2018-06-16 2:54:07,2.79,8.02
7862,2018-06-16 2:55:07,2.83,8.15
7863,2018-06-16 2:56:07,2.83,8.11
7864,2018-06-16 2:57:07,2.83,8.02
7865,2018-06-16 2:58:07,2.83,7.85
7866,2018-06-16 2:59:07,2.79,7.63
7867,2018-06-16 3:00:07,2.83,7.42
7868,2018-06-16 3:01:07,2.83,7.25
7869,2018-06-16 3:02:07,2.79,7.33
7870,2018-06-16 3:03:07,2.79,7.59
7871,2018-06-16 3:04:07,2.79,7.46
7872,2018-06-16 3:05:07,2.74,7.63
7873,2018-06-16 3:06:07,2.74,8.28
7874,2018-06-16 3:07:07,2.79,8.36
7875,2018-06-16 3:08:07,2.79,8.32
7876,2018-06-16 3:09:07,2.70,8.23
7877,2018-06-16 3:10:07,2.70,8.19
7878,2018-06-16 3:11:07,2.74,7.72
7879,2018-06-16 3:12:07,2.70,7.85
7880,2018-06-16 3:13:07,2.74,8.02
7881,2018-06-16 3:14:07,2.74,8.06
7882,2018-06-16 3:15:07,2.74,8.02
7883,2018-06-16 3:16:07,2.70,7.89
7884,2018-06-16 3:17:07,2.74,8.02
7885,2018-06-16 3:18:07,2.74,7.98
7886,2018-06-16 3:19:07,2.70,8.02
7887,2018-06-16 3:20:07,2.70,8.19
7888,2018-06-16 3:21:07,2.70,8.15
7889,2018-06-16 3:22:07,2.70,7.89
7890,2018-06-16 3:23:07,2.70,7.98
7891,2018-06-16 3:24:07,2.70,8.15
7892,2018-06-16 3:25:07,2.70,8.32
7893,2018-06-16 3:26:07,2.66,8.36
7894,2018-06-16 3:27:07,2.70,8.11
7895,2018-06-16 3:28:07,2.70,7.76
7896,2018-06-16 3:29:07,2.66,7.89
7897,2018-06-16 3:30:07,2.66,7.93
7898,2018-06-16 3:31:07,2.70,8.41
7899,2018-06-16 3:32:07,2.66,8.28
7900,2018-06-16 3:33:07,2.70,8.15
7901,2018-06-16 3:34:07,2.66,8.06
7902,2018-06-16 3:35:07,2.74,8.32
7903,2018-06-16 3:36:07,2.66,8.32
7904,2018-06-16 3:37:07,2.66,8.15
7905,2018-06-16 3:38:07,2.66,8.23
7906,2018-06-16 3:39:07,2.70,8.19
7907,2018-06-16 3:40:07,2.66,8.23
7908,2018-06-16 3:41:07,2.70,7.93
7909,2018-06-16 3:42:07,2.66,7.72
7910,2018-06-16 3:43:07,2.70,7.85
7911,2018-06-16 3:44:07,2.70,7.81
7912,2018-06-16 3:45:07,2.70,8.11
7913,2018-06-16 3:46:07,2.66,7.93
7914,2018-06-16 3:47:07,2.70,7.85
7915,2018-06-16 3:48:07,2.74,7.68
7916,2018-06-16 3:49:07,2.70,8.06
7917,2018-06-16 3:50:07,2.66,7.63
7918,2018-06-16 3:51:07,2.74,7.59
7919,2018-06-16 3:52:07,2.70,7.89
7920,2018-06-16 3:53:07,2.70,7.55
7921,2018-06-16 3:54:07,2.70,7.25
7922,2018-06-16 3:55:07,2.74,7.33
7923,2018-06-16 3:56:07,2.66,7.29
7924,2018-06-16 3:57:07,2.70,7.63
7925,2018-06-16 3:58:07,2.70,7.81
7926,2018-06-16 3:59:07,2.66,7.55
7927,2018-06-16 4:00:07,2.61,7.46
7928,2018-06-16 4:01:07,2.66,7.68
7929,2018-06-16 4:02:07,2.66,7.55
7930,2018-06-16 4:03:07,2.61,7.46
7931,2018-06-16 4:04:07,2.61,7.08
7932,2018-06-16 4:05:07,2.61,7.20
7933,2018-06-16 4:06:07,2.61,7.59
7934,2018-06-16 4:07:07,2.61,7.76
7935,2018-06-16 4:08:07,2.61,7.72
7936,2018-06-16 4:09:07,2.57,7.59
7937,2018-06-16 4:10:07,2.57,7.29
7938,2018-06-16 4:11:07,2.57,7.33
7939,2018-06-16 4:12:07,2.57,7.16
7940,2018-06-16 4:13:07,2.57,7.38
7941,2018-06-16 4:14:07,2.57,7.59
7942,2018-06-16 4:15:07,2.53,7.68
7943,2018-06-16 4:16:07,2.57,7.72
7944,2018-06-16 4:17:07,2.53,7.59
7945,2018-06-16 4:18:07,2.49,7.59
7946,2018-06-16 4:19:07,2.53,7.55
7947,2018-06-16 4:20:07,2.53,7.33
7948,2018-06-16 4:21:07,2.53,7.12
7949,2018-06-16 4:22:07,2.53,7.38
7950,2018-06-16 4:23:07,2.53,7.46
7951,2018-06-16 4:24:07,2.53,7.59
7952,2018-06-16 4:25:07,2.49,7.46
7953,2018-06-16 4:26:07,2.53,7.42
7954,2018-06-16 4:27:07,2.49,7.25
7955,2018-06-16 4:28:07,2.44,7.16
7956,2018-06-16 4:29:07,2.49,7.29
7957,2018-06-16 4:30:07,2.49,7.25
7958,2018-06-16 4:31:07,2.44,7.42
7959,2018-06-16 4:32:07,2.44,7.20
7960,2018-06-16 4:33:07,2.49,7.20
7961,2018-06-16 4:34:07,2.44,7.20
7962,2018-06-16 4:35:07,2.44,7.08
7963,2018-06-16 4:36:07,2.40,7.29
