Plot Title: 20366930,,chips air,mylar snow foam
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2"
4838,2018-06-14 0:29:46,17.07,0.98
4839,2018-06-14 0:30:46,17.11,0.98
4840,2018-06-14 0:31:46,17.11,0.98
4841,2018-06-14 0:32:46,17.07,1.03
4842,2018-06-14 0:33:46,17.07,0.98
4843,2018-06-14 0:34:46,17.11,1.03
4844,2018-06-14 0:35:46,17.11,0.98
4845,2018-06-14 0:36:46,17.16,0.98
4846,2018-06-14 0:37:46,17.20,0.98
4847,2018-06-14 0:38:46,17.11,0.98
4848,2018-06-14 0:39:46,17.20,0.98
4849,2018-06-14 0:40:46,17.16,0.98
4850,2018-06-14 0:41:46,17.16,0.94
4851,2018-06-14 0:42:46,17.16,1.03
4852,2018-06-14 0:43:46,17.20,0.98
4853,2018-06-14 0:44:46,17.24,0.98
4854,2018-06-14 0:45:46,17.24,0.98
4855,2018-06-14 0:46:46,17.20,1.03
4856,2018-06-14 0:47:46,17.16,1.03
4857,2018-06-14 0:48:46,17.16,0.98
4858,2018-06-14 0:49:46,17.29,0.98
4859,2018-06-14 0:50:46,17.20,1.03
4860,2018-06-14 0:51:46,17.16,1.07
4861,2018-06-14 0:52:46,17.16,1.16
4862,2018-06-14 0:53:46,16.86,1.24
4863,2018-06-14 0:54:46,16.73,1.24
4864,2018-06-14 0:55:46,16.64,1.28
4865,2018-06-14 0:56:46,16.64,1.33
4866,2018-06-14 0:57:46,16.64,1.37
4867,2018-06-14 0:58:46,16.69,1.41
4868,2018-06-14 0:59:46,16.69,1.37
4869,2018-06-14 1:00:46,16.69,1.41
4870,2018-06-14 1:01:46,16.73,1.37
4871,2018-06-14 1:02:46,16.69,1.46
4872,2018-06-14 1:03:46,16.77,1.58
4873,2018-06-14 1:04:46,16.81,1.67
4874,2018-06-14 1:05:46,16.77,1.80
4875,2018-06-14 1:06:46,16.73,1.84
4876,2018-06-14 1:07:46,16.69,1.93
4877,2018-06-14 1:08:46,16.69,2.01
4878,2018-06-14 1:09:46,16.69,2.10
4879,2018-06-14 1:10:46,16.60,2.14
4880,2018-06-14 1:11:46,16.60,2.06
4881,2018-06-14 1:12:46,16.60,2.10
4882,2018-06-14 1:13:46,16.60,2.06
4883,2018-06-14 1:14:46,16.51,2.06
4884,2018-06-14 1:15:46,16.39,1.97
4885,2018-06-14 1:16:46,16.39,1.97
4886,2018-06-14 1:17:46,16.30,1.93
4887,2018-06-14 1:18:46,16.17,1.88
4888,2018-06-14 1:19:46,16.21,1.84
4889,2018-06-14 1:20:46,16.13,1.80
4890,2018-06-14 1:21:46,15.96,1.80
4891,2018-06-14 1:22:46,16.00,1.76
4892,2018-06-14 1:23:46,15.96,1.71
4893,2018-06-14 1:24:46,15.91,1.67
4894,2018-06-14 1:25:46,15.83,1.67
4895,2018-06-14 1:26:46,15.70,1.54
4896,2018-06-14 1:27:46,15.70,1.54
4897,2018-06-14 1:28:46,15.57,1.54
4898,2018-06-14 1:29:46,15.57,1.50
4899,2018-06-14 1:30:46,15.57,1.46
4900,2018-06-14 1:31:46,15.48,1.46
4901,2018-06-14 1:32:46,15.53,1.46
4902,2018-06-14 1:33:46,15.40,1.37
4903,2018-06-14 1:34:46,15.44,1.37
4904,2018-06-14 1:35:46,15.40,1.37
4905,2018-06-14 1:36:46,15.31,1.33
4906,2018-06-14 1:37:46,15.36,1.37
4907,2018-06-14 1:38:46,15.36,1.24
4908,2018-06-14 1:39:46,15.36,1.28
4909,2018-06-14 1:40:46,15.18,1.28
4910,2018-06-14 1:41:46,15.40,1.24
4911,2018-06-14 1:42:46,15.40,1.24
4912,2018-06-14 1:43:46,15.23,1.20
4913,2018-06-14 1:44:46,15.31,1.16
4914,2018-06-14 1:45:46,15.18,1.16
4915,2018-06-14 1:46:46,15.31,1.16
4916,2018-06-14 1:47:46,15.36,1.16
4917,2018-06-14 1:48:46,15.31,1.11
4918,2018-06-14 1:49:46,15.36,1.16
4919,2018-06-14 1:50:46,15.23,1.16
4920,2018-06-14 1:51:46,15.18,1.11
4921,2018-06-14 1:52:46,15.18,1.07
4922,2018-06-14 1:53:46,15.18,1.03
4923,2018-06-14 1:54:46,15.31,1.03
4924,2018-06-14 1:55:46,15.18,1.07
4925,2018-06-14 1:56:46,15.23,0.98
4926,2018-06-14 1:57:46,15.18,1.03
4927,2018-06-14 1:58:46,15.18,1.03
4928,2018-06-14 1:59:46,15.14,0.98
4929,2018-06-14 2:00:46,15.06,0.94
4930,2018-06-14 2:01:46,14.93,0.94
4931,2018-06-14 2:02:46,15.14,0.90
4932,2018-06-14 2:03:46,15.14,0.94
4933,2018-06-14 2:04:46,15.23,0.94
4934,2018-06-14 2:05:46,15.10,0.94
4935,2018-06-14 2:06:46,15.10,0.94
4936,2018-06-14 2:07:46,15.31,0.94
4937,2018-06-14 2:08:46,15.18,0.90
4938,2018-06-14 2:09:46,15.23,0.90
4939,2018-06-14 2:10:46,15.18,0.86
4940,2018-06-14 2:11:46,15.10,0.86
4941,2018-06-14 2:12:46,15.18,0.90
4942,2018-06-14 2:13:46,15.23,0.90
4943,2018-06-14 2:14:46,14.97,0.90
4944,2018-06-14 2:15:46,15.01,0.86
4945,2018-06-14 2:16:46,14.97,0.86
4946,2018-06-14 2:17:46,14.88,0.86
4947,2018-06-14 2:18:46,14.71,0.90
4948,2018-06-14 2:19:46,14.84,0.81
4949,2018-06-14 2:20:46,14.93,0.86
4950,2018-06-14 2:21:46,14.93,0.81
4951,2018-06-14 2:22:46,14.93,0.81
4952,2018-06-14 2:23:46,14.71,0.81
4953,2018-06-14 2:24:46,14.63,0.81
4954,2018-06-14 2:25:46,14.71,0.77
4955,2018-06-14 2:26:46,14.75,0.81
4956,2018-06-14 2:27:46,14.71,0.77
4957,2018-06-14 2:28:46,14.67,0.77
4958,2018-06-14 2:29:46,14.54,0.77
4959,2018-06-14 2:30:46,14.88,0.73
4960,2018-06-14 2:31:46,15.01,0.77
4961,2018-06-14 2:32:46,14.84,0.73
4962,2018-06-14 2:33:46,15.06,0.77
4963,2018-06-14 2:34:46,15.14,0.73
4964,2018-06-14 2:35:46,15.18,0.73
4965,2018-06-14 2:36:46,14.88,0.73
4966,2018-06-14 2:37:46,14.88,0.77
4967,2018-06-14 2:38:46,14.80,0.68
4968,2018-06-14 2:39:46,14.97,0.77
4969,2018-06-14 2:40:46,14.75,0.73
4970,2018-06-14 2:41:46,14.80,0.68
4971,2018-06-14 2:42:46,14.63,0.73
4972,2018-06-14 2:43:46,14.63,0.73
4973,2018-06-14 2:44:46,14.54,0.73
4974,2018-06-14 2:45:46,14.45,0.68
4975,2018-06-14 2:46:46,14.37,0.73
4976,2018-06-14 2:47:46,14.54,0.68
4977,2018-06-14 2:48:46,14.45,0.68
4978,2018-06-14 2:49:46,14.33,0.64
4979,2018-06-14 2:50:46,14.37,0.64
4980,2018-06-14 2:51:46,14.50,0.68
4981,2018-06-14 2:52:46,14.33,0.64
4982,2018-06-14 2:53:46,14.37,0.68
4983,2018-06-14 2:54:46,14.58,0.68
4984,2018-06-14 2:55:46,14.33,0.68
4985,2018-06-14 2:56:46,14.41,0.64
4986,2018-06-14 2:57:46,14.37,0.68
4987,2018-06-14 2:58:46,14.54,0.73
4988,2018-06-14 2:59:46,14.28,0.68
4989,2018-06-14 3:00:46,14.37,0.68
4990,2018-06-14 3:01:46,14.33,0.73
4991,2018-06-14 3:02:46,14.50,0.73
4992,2018-06-14 3:03:46,14.41,0.73
4993,2018-06-14 3:04:46,14.24,0.77
4994,2018-06-14 3:05:46,14.24,0.77
4995,2018-06-14 3:06:46,14.28,0.81
4996,2018-06-14 3:07:46,14.20,0.77
4997,2018-06-14 3:08:46,14.41,0.81
4998,2018-06-14 3:09:46,14.15,0.77
4999,2018-06-14 3:10:46,14.28,0.73
5000,2018-06-14 3:11:46,14.24,0.73
5001,2018-06-14 3:12:46,14.15,0.73
5002,2018-06-14 3:13:46,14.24,0.68
5003,2018-06-14 3:14:46,14.41,0.68
5004,2018-06-14 3:15:46,14.28,0.73
5005,2018-06-14 3:16:46,14.41,0.73
5006,2018-06-14 3:17:46,14.20,0.73
5007,2018-06-14 3:18:46,14.24,0.68
5008,2018-06-14 3:19:46,14.20,0.68
5009,2018-06-14 3:20:46,14.15,0.73
5010,2018-06-14 3:21:46,14.20,0.68
5011,2018-06-14 3:22:46,14.15,0.64
5012,2018-06-14 3:23:46,14.20,0.68
5013,2018-06-14 3:24:46,14.20,0.68
5014,2018-06-14 3:25:46,14.07,0.73
5015,2018-06-14 3:26:46,14.11,0.64
5016,2018-06-14 3:27:46,14.11,0.68
5017,2018-06-14 3:28:46,14.11,0.68
5018,2018-06-14 3:29:46,14.07,0.64
5019,2018-06-14 3:30:46,13.94,0.68
5020,2018-06-14 3:31:46,13.77,0.64
5021,2018-06-14 3:32:46,13.85,0.64
5022,2018-06-14 3:33:46,13.77,0.64
5023,2018-06-14 3:34:46,13.64,0.64
5024,2018-06-14 3:35:46,13.55,0.60
5025,2018-06-14 3:36:46,13.64,0.64
5026,2018-06-14 3:37:46,13.60,0.64
5027,2018-06-14 3:38:46,13.64,0.60
5028,2018-06-14 3:39:46,13.60,0.64
5029,2018-06-14 3:40:46,13.60,0.64
5030,2018-06-14 3:41:46,13.38,0.64
5031,2018-06-14 3:42:46,13.38,0.60
5032,2018-06-14 3:43:46,13.34,0.64
5033,2018-06-14 3:44:46,13.25,0.64
5034,2018-06-14 3:45:46,13.25,0.60
5035,2018-06-14 3:46:46,13.17,0.60
5036,2018-06-14 3:47:46,13.21,0.60
5037,2018-06-14 3:48:46,13.12,0.64
5038,2018-06-14 3:49:46,13.08,0.60
5039,2018-06-14 3:50:46,13.04,0.60
5040,2018-06-14 3:51:46,12.91,0.60
5041,2018-06-14 3:52:46,13.12,0.55
5042,2018-06-14 3:53:46,13.00,0.60
5043,2018-06-14 3:54:46,13.04,0.55
5044,2018-06-14 3:55:46,12.95,0.55
5045,2018-06-14 3:56:46,12.87,0.55
5046,2018-06-14 3:57:46,13.12,0.55
5047,2018-06-14 3:58:46,12.95,0.51
5048,2018-06-14 3:59:46,12.57,0.51
5049,2018-06-14 4:00:46,12.35,0.51
5050,2018-06-14 4:01:46,12.31,0.55
5051,2018-06-14 4:02:46,12.57,0.55
5052,2018-06-14 4:03:46,12.70,0.55
5053,2018-06-14 4:04:46,12.82,0.55
5054,2018-06-14 4:05:46,12.65,0.55
5055,2018-06-14 4:06:46,12.65,0.51
5056,2018-06-14 4:07:46,12.74,0.47
5057,2018-06-14 4:08:46,12.57,0.51
5058,2018-06-14 4:09:46,12.61,0.51
5059,2018-06-14 4:10:46,12.74,0.51
5060,2018-06-14 4:11:46,13.00,0.47
5061,2018-06-14 4:12:46,13.00,0.51
5062,2018-06-14 4:13:46,12.95,0.47
5063,2018-06-14 4:14:46,12.95,0.47
5064,2018-06-14 4:15:46,12.87,0.51
5065,2018-06-14 4:16:46,12.78,0.51
5066,2018-06-14 4:17:46,12.57,0.47
5067,2018-06-14 4:18:46,12.61,0.47
5068,2018-06-14 4:19:46,12.61,0.47
5069,2018-06-14 4:20:46,12.61,0.51
5070,2018-06-14 4:21:46,12.48,0.51
5071,2018-06-14 4:22:46,12.57,0.47
5072,2018-06-14 4:23:46,12.61,0.47
5073,2018-06-14 4:24:46,12.70,0.47
5074,2018-06-14 4:25:46,12.31,0.47
5075,2018-06-14 4:26:46,12.22,0.47
5076,2018-06-14 4:27:46,12.14,0.51
5077,2018-06-14 4:28:46,12.31,0.43
5078,2018-06-14 4:29:46,12.22,0.51
5079,2018-06-14 4:30:46,12.44,0.47
5080,2018-06-14 4:31:46,12.78,0.51
5081,2018-06-14 4:32:46,12.70,0.47
5082,2018-06-14 4:33:46,12.78,0.47
5083,2018-06-14 4:34:46,12.70,0.47
5084,2018-06-14 4:35:46,12.74,0.43
5085,2018-06-14 4:36:46,12.65,0.47
5086,2018-06-14 4:37:46,12.65,0.43
5087,2018-06-14 4:38:46,12.52,0.43
5088,2018-06-14 4:39:46,12.65,0.47
5089,2018-06-14 4:40:46,12.65,0.47
5090,2018-06-14 4:41:46,12.48,0.43
5091,2018-06-14 4:42:46,12.61,0.47
5092,2018-06-14 4:43:46,12.40,0.47
5093,2018-06-14 4:44:46,12.40,0.43
5094,2018-06-14 4:45:46,12.40,0.43
5095,2018-06-14 4:46:46,12.70,0.43
5096,2018-06-14 4:47:46,12.52,0.47
5097,2018-06-14 4:48:46,12.40,0.38
5098,2018-06-14 4:49:46,12.35,0.38
5099,2018-06-14 4:50:46,12.48,0.43
5100,2018-06-14 4:51:46,12.18,0.43
5101,2018-06-14 4:52:46,12.22,0.43
5102,2018-06-14 4:53:46,12.52,0.43
5103,2018-06-14 4:54:46,12.65,0.43
5104,2018-06-14 4:55:46,12.35,0.38
5105,2018-06-14 4:56:46,12.57,0.47
5106,2018-06-14 4:57:46,12.40,0.43
5107,2018-06-14 4:58:46,12.44,0.38
5108,2018-06-14 4:59:46,12.40,0.43
5109,2018-06-14 5:00:46,12.57,0.43
5110,2018-06-14 5:01:46,12.48,0.38
5111,2018-06-14 5:02:46,12.57,0.43
5112,2018-06-14 5:03:46,12.40,0.43
5113,2018-06-14 5:04:46,12.52,0.38
5114,2018-06-14 5:05:46,12.82,0.43
5115,2018-06-14 5:06:46,12.74,0.43
5116,2018-06-14 5:07:46,12.61,0.43
5117,2018-06-14 5:08:46,12.78,0.43
5118,2018-06-14 5:09:46,12.82,0.43
5119,2018-06-14 5:10:46,12.95,0.47
5120,2018-06-14 5:11:46,12.87,0.43
5121,2018-06-14 5:12:46,12.82,0.43
5122,2018-06-14 5:13:46,12.57,0.38
5123,2018-06-14 5:14:46,12.31,0.43
5124,2018-06-14 5:15:46,12.18,0.38
5125,2018-06-14 5:16:46,12.44,0.43
5126,2018-06-14 5:17:46,12.18,0.43
5127,2018-06-14 5:18:46,12.22,0.43
5128,2018-06-14 5:19:46,12.22,0.47
5129,2018-06-14 5:20:46,12.22,0.38
5130,2018-06-14 5:21:46,12.40,0.43
5131,2018-06-14 5:22:46,12.35,0.43
5132,2018-06-14 5:23:46,12.27,0.47
5133,2018-06-14 5:24:46,12.31,0.38
5134,2018-06-14 5:25:46,12.48,0.43
5135,2018-06-14 5:26:46,12.40,0.38
5136,2018-06-14 5:27:46,12.31,0.38
5137,2018-06-14 5:28:46,12.40,0.43
5138,2018-06-14 5:29:46,12.48,0.43
5139,2018-06-14 5:30:46,12.61,0.43
5140,2018-06-14 5:31:46,12.74,0.43
5141,2018-06-14 5:32:46,12.87,0.38
5142,2018-06-14 5:33:46,12.91,0.34
5143,2018-06-14 5:34:46,12.82,0.43
5144,2018-06-14 5:35:46,12.87,0.43
5145,2018-06-14 5:36:46,12.95,0.38
5146,2018-06-14 5:37:46,12.95,0.38
5147,2018-06-14 5:38:46,13.04,0.43
5148,2018-06-14 5:39:46,13.00,0.43
5149,2018-06-14 5:40:46,13.04,0.47
5150,2018-06-14 5:41:46,13.08,0.43
5151,2018-06-14 5:42:46,13.00,0.43
5152,2018-06-14 5:43:46,13.04,0.43
5153,2018-06-14 5:44:46,13.00,0.43
5154,2018-06-14 5:45:46,13.08,0.47
5155,2018-06-14 5:46:46,13.08,0.47
5156,2018-06-14 5:47:46,13.12,0.43
5157,2018-06-14 5:48:46,13.08,0.47
5158,2018-06-14 5:49:46,13.17,0.43
5159,2018-06-14 5:50:46,13.08,0.47
5160,2018-06-14 5:51:46,13.12,0.47
5161,2018-06-14 5:52:46,13.12,0.47
5162,2018-06-14 5:53:46,13.12,0.47
5163,2018-06-14 5:54:46,13.04,0.47
5164,2018-06-14 5:55:46,13.08,0.47
5165,2018-06-14 5:56:46,13.08,0.47
5166,2018-06-14 5:57:46,13.08,0.47
5167,2018-06-14 5:58:46,13.00,0.47
5168,2018-06-14 5:59:46,13.00,0.43
5169,2018-06-14 6:00:46,13.00,0.51
5170,2018-06-14 6:01:46,13.08,0.51
5171,2018-06-14 6:02:46,13.00,0.51
5172,2018-06-14 6:03:46,12.91,0.55
5173,2018-06-14 6:04:46,12.82,0.51
5174,2018-06-14 6:05:46,12.87,0.55
5175,2018-06-14 6:06:46,12.82,0.55
5176,2018-06-14 6:07:46,12.78,0.51
5177,2018-06-14 6:08:46,12.70,0.51
5178,2018-06-14 6:09:46,12.70,0.55
5179,2018-06-14 6:10:46,12.65,0.51
5180,2018-06-14 6:11:46,12.61,0.55
5181,2018-06-14 6:12:46,12.65,0.55
5182,2018-06-14 6:13:46,12.70,0.51
5183,2018-06-14 6:14:46,12.65,0.55
5184,2018-06-14 6:15:46,12.65,0.51
5185,2018-06-14 6:16:46,12.61,0.51
5186,2018-06-14 6:17:46,12.65,0.51
5187,2018-06-14 6:18:46,12.61,0.55
5188,2018-06-14 6:19:46,12.61,0.47
5189,2018-06-14 6:20:46,12.65,0.47
5190,2018-06-14 6:21:46,12.65,0.47
5191,2018-06-14 6:22:46,12.65,0.47
5192,2018-06-14 6:23:46,12.57,0.43
5193,2018-06-14 6:24:46,12.61,0.51
5194,2018-06-14 6:25:46,12.70,0.43
5195,2018-06-14 6:26:46,12.65,0.43
5196,2018-06-14 6:27:46,12.61,0.43
5197,2018-06-14 6:28:46,12.65,0.43
5198,2018-06-14 6:29:46,12.65,0.43
5199,2018-06-14 6:30:46,12.61,0.43
5200,2018-06-14 6:31:46,12.61,0.47
5201,2018-06-14 6:32:46,12.65,0.43
5202,2018-06-14 6:33:46,12.70,0.43
5203,2018-06-14 6:34:46,12.65,0.43
5204,2018-06-14 6:35:46,12.65,0.43
5205,2018-06-14 6:36:46,12.65,0.43
5206,2018-06-14 6:37:46,12.70,0.43
5207,2018-06-14 6:38:46,12.65,0.43
5208,2018-06-14 6:39:46,12.65,0.38
5209,2018-06-14 6:40:46,12.70,0.43
5210,2018-06-14 6:41:46,12.61,0.43
5211,2018-06-14 6:42:46,12.61,0.47
5212,2018-06-14 6:43:46,12.65,0.43
5213,2018-06-14 6:44:46,12.65,0.43
5214,2018-06-14 6:45:46,12.70,0.38
5215,2018-06-14 6:46:46,12.70,0.43
5216,2018-06-14 6:47:46,12.65,0.38
5217,2018-06-14 6:48:46,12.70,0.47
5218,2018-06-14 6:49:46,12.70,0.43
5219,2018-06-14 6:50:46,12.65,0.38
5220,2018-06-14 6:51:46,12.70,0.38
5221,2018-06-14 6:52:46,12.65,0.43
5222,2018-06-14 6:53:46,12.70,0.47
5223,2018-06-14 6:54:46,12.70,0.38
5224,2018-06-14 6:55:46,12.70,0.47
5225,2018-06-14 6:56:46,12.70,0.43
5226,2018-06-14 6:57:46,12.70,0.43
5227,2018-06-14 6:58:46,12.70,0.43
5228,2018-06-14 6:59:46,12.70,0.43
5229,2018-06-14 7:00:46,12.74,0.43
5230,2018-06-14 7:01:46,12.74,0.47
5231,2018-06-14 7:02:46,12.74,0.47
5232,2018-06-14 7:03:46,12.74,0.47
5233,2018-06-14 7:04:46,12.74,0.43
5234,2018-06-14 7:05:46,12.74,0.43
5235,2018-06-14 7:06:46,12.74,0.47
5236,2018-06-14 7:07:46,12.78,0.43
5237,2018-06-14 7:08:46,12.74,0.43
5238,2018-06-14 7:09:46,12.74,0.51
5239,2018-06-14 7:10:46,12.82,0.43
5240,2018-06-14 7:11:46,12.82,0.43
5241,2018-06-14 7:12:46,12.82,0.47
5242,2018-06-14 7:13:46,12.87,0.47
5243,2018-06-14 7:14:46,12.82,0.47
5244,2018-06-14 7:15:46,12.82,0.47
5245,2018-06-14 7:16:46,12.91,0.43
5246,2018-06-14 7:17:46,12.91,0.47
5247,2018-06-14 7:18:46,12.91,0.47
5248,2018-06-14 7:19:46,12.82,0.47
5249,2018-06-14 7:20:46,12.91,0.43
5250,2018-06-14 7:21:46,12.91,0.47
5251,2018-06-14 7:22:46,12.95,0.43
5252,2018-06-14 7:23:46,12.91,0.47
5253,2018-06-14 7:24:46,12.95,0.47
5254,2018-06-14 7:25:46,12.95,0.47
5255,2018-06-14 7:26:46,13.00,0.47
5256,2018-06-14 7:27:46,12.95,0.47
5257,2018-06-14 7:28:46,13.04,0.51
5258,2018-06-14 7:29:46,13.12,0.47
5259,2018-06-14 7:30:46,13.12,0.51
5260,2018-06-14 7:31:46,13.17,0.47
5261,2018-06-14 7:32:46,13.12,0.47
5262,2018-06-14 7:33:46,13.08,0.47
5263,2018-06-14 7:34:46,13.04,0.47
5264,2018-06-14 7:35:46,13.12,0.43
5265,2018-06-14 7:36:46,13.21,0.47
5266,2018-06-14 7:37:46,13.12,0.43
5267,2018-06-14 7:38:46,13.12,0.51
5268,2018-06-14 7:39:46,13.08,0.47
5269,2018-06-14 7:40:46,13.12,0.43
5270,2018-06-14 7:41:46,13.17,0.51
5271,2018-06-14 7:42:46,13.25,0.47
5272,2018-06-14 7:43:46,13.34,0.43
5273,2018-06-14 7:44:46,13.34,0.43
5274,2018-06-14 7:45:46,13.30,0.47
5275,2018-06-14 7:46:46,13.30,0.51
5276,2018-06-14 7:47:46,13.30,0.51
5277,2018-06-14 7:48:46,13.30,0.47
5278,2018-06-14 7:49:46,13.38,0.55
5279,2018-06-14 7:50:46,13.38,0.51
5280,2018-06-14 7:51:46,13.38,0.55
5281,2018-06-14 7:52:46,13.38,0.55
5282,2018-06-14 7:53:46,13.43,0.55
5283,2018-06-14 7:54:46,13.43,0.55
5284,2018-06-14 7:55:46,13.38,0.51
5285,2018-06-14 7:56:46,13.34,0.51
5286,2018-06-14 7:57:46,13.30,0.55
5287,2018-06-14 7:58:46,13.34,0.55
5288,2018-06-14 7:59:46,13.30,0.55
5289,2018-06-14 8:00:46,13.34,0.55
5290,2018-06-14 8:01:46,13.38,0.55
5291,2018-06-14 8:02:46,13.38,0.51
5292,2018-06-14 8:03:46,13.38,0.55
5293,2018-06-14 8:04:46,13.30,0.55
5294,2018-06-14 8:05:46,13.34,0.60
5295,2018-06-14 8:06:46,13.25,0.60
5296,2018-06-14 8:07:46,13.30,0.60
5297,2018-06-14 8:08:46,13.30,0.55
5298,2018-06-14 8:09:46,13.34,0.60
5299,2018-06-14 8:10:46,13.34,0.55
5300,2018-06-14 8:11:46,13.30,0.55
5301,2018-06-14 8:12:46,13.30,0.60
5302,2018-06-14 8:13:46,13.34,0.64
5303,2018-06-14 8:14:46,13.34,0.64
5304,2018-06-14 8:15:46,13.47,0.60
5305,2018-06-14 8:16:46,13.51,0.60
5306,2018-06-14 8:17:46,13.47,0.64
5307,2018-06-14 8:18:46,13.43,0.64
5308,2018-06-14 8:19:46,13.51,0.60
5309,2018-06-14 8:20:46,13.43,0.64
5310,2018-06-14 8:21:46,13.47,0.64
5311,2018-06-14 8:22:46,13.51,0.64
5312,2018-06-14 8:23:46,13.43,0.64
5313,2018-06-14 8:24:46,13.47,0.64
5314,2018-06-14 8:25:46,13.47,0.64
5315,2018-06-14 8:26:46,13.51,0.64
5316,2018-06-14 8:27:46,13.55,0.60
5317,2018-06-14 8:28:46,13.55,0.64
5318,2018-06-14 8:29:46,13.55,0.60
5319,2018-06-14 8:30:46,13.51,0.64
5320,2018-06-14 8:31:46,13.51,0.64
5321,2018-06-14 8:32:46,13.43,0.60
5322,2018-06-14 8:33:46,13.47,0.60
5323,2018-06-14 8:34:46,13.55,0.64
5324,2018-06-14 8:35:46,13.43,0.60
5325,2018-06-14 8:36:46,13.51,0.60
5326,2018-06-14 8:37:46,13.51,0.60
5327,2018-06-14 8:38:46,13.55,0.64
5328,2018-06-14 8:39:46,13.51,0.64
5329,2018-06-14 8:40:46,13.55,0.64
5330,2018-06-14 8:41:46,13.55,0.64
5331,2018-06-14 8:42:46,13.55,0.60
5332,2018-06-14 8:43:46,13.55,0.60
5333,2018-06-14 8:44:46,13.51,0.60
5334,2018-06-14 8:45:46,13.47,0.60
5335,2018-06-14 8:46:46,13.47,0.55
5336,2018-06-14 8:47:46,13.43,0.64
5337,2018-06-14 8:48:46,13.47,0.64
5338,2018-06-14 8:49:46,13.47,0.64
5339,2018-06-14 8:50:46,13.47,0.60
5340,2018-06-14 8:51:46,13.47,0.64
5341,2018-06-14 8:52:46,13.43,0.60
5342,2018-06-14 8:53:46,13.38,0.64
5343,2018-06-14 8:54:46,13.38,0.60
5344,2018-06-14 8:55:46,13.38,0.64
5345,2018-06-14 8:56:46,13.38,0.60
5346,2018-06-14 8:57:46,13.43,0.64
5347,2018-06-14 8:58:46,13.43,0.64
5348,2018-06-14 8:59:46,13.51,0.64
5349,2018-06-14 9:00:46,13.47,0.60
5350,2018-06-14 9:01:46,13.51,0.68
5351,2018-06-14 9:02:46,13.47,0.64
5352,2018-06-14 9:03:46,13.47,0.60
5353,2018-06-14 9:04:46,13.51,0.64
5354,2018-06-14 9:05:46,13.60,0.64
5355,2018-06-14 9:06:46,13.64,0.64
5356,2018-06-14 9:07:46,13.47,0.64
5357,2018-06-14 9:08:46,13.60,0.64
5358,2018-06-14 9:09:46,13.64,0.64
5359,2018-06-14 9:10:46,13.60,0.64
5360,2018-06-14 9:11:46,13.64,0.64
5361,2018-06-14 9:12:46,13.64,0.64
5362,2018-06-14 9:13:46,13.68,0.64
5363,2018-06-14 9:14:46,13.77,0.64
5364,2018-06-14 9:15:46,13.81,0.64
5365,2018-06-14 9:16:46,13.90,0.64
5366,2018-06-14 9:17:46,13.81,0.64
5367,2018-06-14 9:18:46,13.85,0.64
5368,2018-06-14 9:19:46,13.90,0.64
5369,2018-06-14 9:20:46,13.94,0.68
5370,2018-06-14 9:21:46,13.77,0.64
5371,2018-06-14 9:22:46,13.81,0.64
5372,2018-06-14 9:23:46,13.85,0.73
5373,2018-06-14 9:24:46,13.90,0.64
5374,2018-06-14 9:25:46,13.85,0.64
5375,2018-06-14 9:26:46,13.98,0.68
5376,2018-06-14 9:27:46,14.03,0.68
5377,2018-06-14 9:28:46,14.11,0.68
5378,2018-06-14 9:29:46,14.20,0.60
5379,2018-06-14 9:30:46,14.24,0.68
5380,2018-06-14 9:31:46,13.94,0.64
5381,2018-06-14 9:32:46,14.03,0.60
5382,2018-06-14 9:33:46,14.03,0.60
5383,2018-06-14 9:34:46,14.03,0.60
5384,2018-06-14 9:35:46,14.07,0.68
5385,2018-06-14 9:36:46,14.03,0.60
5386,2018-06-14 9:37:46,14.24,0.64
5387,2018-06-14 9:38:46,14.37,0.64
5388,2018-06-14 9:39:46,14.50,0.60
5389,2018-06-14 9:40:46,14.67,0.68
5390,2018-06-14 9:41:46,15.06,0.60
5391,2018-06-14 9:42:46,15.36,0.64
5392,2018-06-14 9:43:46,15.23,0.64
5393,2018-06-14 9:44:46,15.06,0.60
5394,2018-06-14 9:45:46,15.27,0.60
5395,2018-06-14 9:46:46,15.18,0.55
5396,2018-06-14 9:47:46,15.10,0.60
5397,2018-06-14 9:48:46,15.06,0.64
5398,2018-06-14 9:49:46,15.40,0.60
5399,2018-06-14 9:50:46,16.39,0.60
5400,2018-06-14 9:51:46,16.08,0.64
5401,2018-06-14 9:52:46,16.17,0.60
5402,2018-06-14 9:53:46,16.34,0.60
5403,2018-06-14 9:54:46,16.47,0.55
5404,2018-06-14 9:55:46,16.90,0.60
5405,2018-06-14 9:56:46,16.60,0.64
5406,2018-06-14 9:57:46,15.78,0.68
5407,2018-06-14 9:58:46,15.74,0.68
5408,2018-06-14 9:59:46,16.13,0.64
5409,2018-06-14 10:00:46,16.00,0.64
5410,2018-06-14 10:01:46,15.57,0.64
5411,2018-06-14 10:02:46,15.74,0.68
5412,2018-06-14 10:03:46,15.44,0.64
5413,2018-06-14 10:04:46,15.18,0.64
5414,2018-06-14 10:05:46,15.01,0.64
5415,2018-06-14 10:06:46,14.71,0.68
5416,2018-06-14 10:07:46,14.63,0.73
5417,2018-06-14 10:08:46,14.33,0.68
