Plot Title: 20366934,,foam between,foam air
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2"
2221,2018-06-12 4:53:29,-1.50,2.70
2222,2018-06-12 4:54:29,-1.55,3.00
2223,2018-06-12 4:55:29,-1.50,3.43
2224,2018-06-12 4:56:29,-1.55,3.39
2225,2018-06-12 4:57:29,-1.55,3.39
2226,2018-06-12 4:58:29,-1.55,3.47
2227,2018-06-12 4:59:29,-1.59,3.43
2228,2018-06-12 5:00:29,-1.55,3.43
2229,2018-06-12 5:01:29,-1.59,3.43
2230,2018-06-12 5:02:29,-1.55,3.39
2231,2018-06-12 5:03:29,-1.59,3.47
2232,2018-06-12 5:04:29,-1.55,3.39
2233,2018-06-12 5:05:29,-1.55,3.30
2234,2018-06-12 5:06:29,-1.55,3.26
2235,2018-06-12 5:07:29,-1.50,3.13
2236,2018-06-12 5:08:29,-1.55,3.04
2237,2018-06-12 5:09:29,-1.50,2.96
2238,2018-06-12 5:10:29,-1.50,2.83
2239,2018-06-12 5:11:29,-1.50,3.13
2240,2018-06-12 5:12:29,-1.46,3.26
2241,2018-06-12 5:13:29,-1.50,3.09
2242,2018-06-12 5:14:29,-1.46,3.09
2243,2018-06-12 5:15:29,-1.50,3.39
2244,2018-06-12 5:16:29,-1.46,3.34
2245,2018-06-12 5:17:29,-1.50,3.39
2246,2018-06-12 5:18:29,-1.46,4.16
2247,2018-06-12 5:19:29,-1.50,3.99
2248,2018-06-12 5:20:29,-1.42,3.90
2249,2018-06-12 5:21:29,-1.42,3.60
2250,2018-06-12 5:22:29,-1.38,4.07
2251,2018-06-12 5:23:29,-1.38,4.46
2252,2018-06-12 5:24:29,-1.42,4.33
2253,2018-06-12 5:25:29,-1.29,4.76
2254,2018-06-12 5:26:29,-1.29,5.02
2255,2018-06-12 5:27:29,-1.29,4.84
2256,2018-06-12 5:28:29,-1.25,5.23
2257,2018-06-12 5:29:29,-1.20,5.19
2258,2018-06-12 5:30:29,-1.16,5.36
2259,2018-06-12 5:31:29,-1.12,5.32
2260,2018-06-12 5:32:29,-1.12,5.53
2261,2018-06-12 5:33:29,-1.08,5.36
2262,2018-06-12 5:34:29,-1.03,5.32
2263,2018-06-12 5:35:29,-0.95,5.53
2264,2018-06-12 5:36:29,-0.99,5.36
2265,2018-06-12 5:37:29,-0.95,5.40
2266,2018-06-12 5:38:29,-0.86,5.27
2267,2018-06-12 5:39:29,-0.90,5.23
2268,2018-06-12 5:40:29,-0.82,5.27
2269,2018-06-12 5:41:29,-0.77,5.32
2270,2018-06-12 5:42:29,-0.73,5.53
2271,2018-06-12 5:43:29,-0.69,5.79
2272,2018-06-12 5:44:29,-0.69,5.75
2273,2018-06-12 5:45:29,-0.65,5.70
2274,2018-06-12 5:46:29,-0.65,5.79
2275,2018-06-12 5:47:29,-0.56,5.66
2276,2018-06-12 5:48:29,-0.56,5.62
2277,2018-06-12 5:49:29,-0.56,5.66
2278,2018-06-12 5:50:29,-0.47,5.23
2279,2018-06-12 5:51:29,-0.52,4.89
2280,2018-06-12 5:52:29,-0.47,4.59
2281,2018-06-12 5:53:29,-0.47,4.46
2282,2018-06-12 5:54:29,-0.43,4.29
2283,2018-06-12 5:55:29,-0.43,4.20
2284,2018-06-12 5:56:29,-0.43,4.33
2285,2018-06-12 5:57:29,-0.43,4.07
2286,2018-06-12 5:58:29,-0.35,4.37
2287,2018-06-12 5:59:29,-0.35,4.37
2288,2018-06-12 6:00:29,-0.30,4.97
2289,2018-06-12 6:01:29,-0.30,5.15
2290,2018-06-12 6:02:29,-0.35,5.06
2291,2018-06-12 6:03:29,-0.35,5.49
2292,2018-06-12 6:04:29,-0.30,5.75
2293,2018-06-12 6:05:29,-0.30,5.57
2294,2018-06-12 6:06:29,-0.26,5.66
2295,2018-06-12 6:07:29,-0.30,5.62
2296,2018-06-12 6:08:29,-0.26,5.49
2297,2018-06-12 6:09:29,-0.22,5.49
2298,2018-06-12 6:10:29,-0.17,5.53
2299,2018-06-12 6:11:29,-0.22,5.70
2300,2018-06-12 6:12:29,-0.22,5.79
2301,2018-06-12 6:13:29,-0.17,5.83
2302,2018-06-12 6:14:29,-0.17,5.79
2303,2018-06-12 6:15:29,-0.17,5.92
2304,2018-06-12 6:16:29,-0.13,5.92
2305,2018-06-12 6:17:29,-0.17,5.92
2306,2018-06-12 6:18:29,-0.09,6.13
2307,2018-06-12 6:19:29,-0.09,6.43
2308,2018-06-12 6:20:29,-0.09,6.52
2309,2018-06-12 6:21:29,-0.09,6.60
2310,2018-06-12 6:22:29,-0.05,6.60
2311,2018-06-12 6:23:29,-0.05,6.65
2312,2018-06-12 6:24:29,-0.05,6.69
2313,2018-06-12 6:25:29,0.04,6.69
2314,2018-06-12 6:26:29,-0.00,6.82
2315,2018-06-12 6:27:29,-0.00,6.99
2316,2018-06-12 6:28:29,0.04,7.16
2317,2018-06-12 6:29:29,0.04,7.25
2318,2018-06-12 6:30:29,0.08,7.25
2319,2018-06-12 6:31:29,0.13,7.33
2320,2018-06-12 6:32:29,0.13,7.46
2321,2018-06-12 6:33:29,0.17,7.38
2322,2018-06-12 6:34:29,0.17,7.42
2323,2018-06-12 6:35:29,0.17,7.55
2324,2018-06-12 6:36:29,0.17,7.76
2325,2018-06-12 6:37:29,0.21,7.89
2326,2018-06-12 6:38:29,0.21,8.02
2327,2018-06-12 6:39:29,0.25,8.32
2328,2018-06-12 6:40:29,0.25,8.36
2329,2018-06-12 6:41:29,0.30,8.53
2330,2018-06-12 6:42:29,0.34,8.79
2331,2018-06-12 6:43:29,0.38,9.26
2332,2018-06-12 6:44:29,0.38,9.39
2333,2018-06-12 6:45:29,0.38,9.78
2334,2018-06-12 6:46:29,0.43,10.16
2335,2018-06-12 6:47:29,0.47,10.77
2336,2018-06-12 6:48:29,0.55,10.85
2337,2018-06-12 6:49:29,0.55,10.51
2338,2018-06-12 6:50:29,0.64,10.46
2339,2018-06-12 6:51:29,0.73,10.21
2340,2018-06-12 6:52:29,0.81,10.34
2341,2018-06-12 6:53:29,0.86,10.46
2342,2018-06-12 6:54:29,0.98,10.51
2343,2018-06-12 6:55:29,1.03,10.51
2344,2018-06-12 6:56:29,1.11,10.46
2345,2018-06-12 6:57:29,1.24,10.59
2346,2018-06-12 6:58:29,1.37,10.81
2347,2018-06-12 6:59:29,1.50,10.85
2348,2018-06-12 7:00:29,1.50,10.98
2349,2018-06-12 7:01:29,1.67,10.98
2350,2018-06-12 7:02:29,1.76,11.11
2351,2018-06-12 7:03:29,1.88,10.94
2352,2018-06-12 7:04:29,2.01,10.89
2353,2018-06-12 7:05:29,2.14,11.02
2354,2018-06-12 7:06:29,2.19,11.15
2355,2018-06-12 7:07:29,2.31,11.19
2356,2018-06-12 7:08:29,2.40,11.07
2357,2018-06-12 7:09:29,2.53,11.24
2358,2018-06-12 7:10:29,2.66,11.24
2359,2018-06-12 7:11:29,2.66,11.28
2360,2018-06-12 7:12:29,2.79,11.45
2361,2018-06-12 7:13:29,2.91,11.75
2362,2018-06-12 7:14:29,2.96,11.84
2363,2018-06-12 7:15:29,3.04,11.79
2364,2018-06-12 7:16:29,3.21,11.92
2365,2018-06-12 7:17:29,3.26,12.05
2366,2018-06-12 7:18:29,3.34,12.48
2367,2018-06-12 7:19:29,3.39,12.61
2368,2018-06-12 7:20:29,3.52,12.52
2369,2018-06-12 7:21:29,3.60,13.08
2370,2018-06-12 7:22:29,3.69,12.78
2371,2018-06-12 7:23:29,3.69,12.87
2372,2018-06-12 7:24:29,3.86,13.21
2373,2018-06-12 7:25:29,3.90,13.55
2374,2018-06-12 7:26:29,3.99,13.47
2375,2018-06-12 7:27:29,4.03,13.34
2376,2018-06-12 7:28:29,4.12,13.43
2377,2018-06-12 7:29:29,4.20,13.38
2378,2018-06-12 7:30:29,4.29,13.08
2379,2018-06-12 7:31:29,4.33,13.25
2380,2018-06-12 7:32:29,4.42,13.12
2381,2018-06-12 7:33:29,4.50,12.91
2382,2018-06-12 7:34:29,4.54,12.91
2383,2018-06-12 7:35:29,4.63,12.95
2384,2018-06-12 7:36:29,4.76,13.43
2385,2018-06-12 7:37:29,4.80,13.60
2386,2018-06-12 7:38:29,4.80,14.28
2387,2018-06-12 7:39:29,4.89,15.18
2388,2018-06-12 7:40:29,4.93,15.61
2389,2018-06-12 7:41:29,4.97,16.51
2390,2018-06-12 7:42:29,5.06,16.43
2391,2018-06-12 7:43:29,5.10,16.56
2392,2018-06-12 7:44:29,5.19,17.16
2393,2018-06-12 7:45:29,5.23,17.16
2394,2018-06-12 7:46:29,5.32,17.63
2395,2018-06-12 7:47:29,5.40,16.99
2396,2018-06-12 7:48:29,5.53,17.16
2397,2018-06-12 7:49:29,5.53,16.99
2398,2018-06-12 7:50:29,5.66,16.77
2399,2018-06-12 7:51:29,5.75,16.60
2400,2018-06-12 7:52:29,5.87,16.56
2401,2018-06-12 7:53:29,6.00,17.03
2402,2018-06-12 7:54:29,6.09,16.51
2403,2018-06-12 7:55:29,6.17,17.03
2404,2018-06-12 7:56:29,6.35,17.07
2405,2018-06-12 7:57:29,6.43,16.81
2406,2018-06-12 7:58:29,6.48,17.59
2407,2018-06-12 7:59:29,6.60,17.41
2408,2018-06-12 8:00:29,6.73,18.06
2409,2018-06-12 8:01:29,6.82,18.06
2410,2018-06-12 8:02:29,6.95,18.27
2411,2018-06-12 8:03:29,7.03,18.10
2412,2018-06-12 8:04:29,7.12,18.57
2413,2018-06-12 8:05:29,7.20,18.49
2414,2018-06-12 8:06:29,7.33,19.09
2415,2018-06-12 8:07:29,7.46,19.52
2416,2018-06-12 8:08:29,7.55,20.25
2417,2018-06-12 8:09:29,7.63,20.29
2418,2018-06-12 8:10:29,7.76,20.37
2419,2018-06-12 8:11:29,7.89,20.80
2420,2018-06-12 8:12:29,8.02,21.45
2421,2018-06-12 8:13:29,8.11,20.85
2422,2018-06-12 8:14:29,8.19,21.10
2423,2018-06-12 8:15:29,8.32,21.79
2424,2018-06-12 8:16:29,8.41,21.70
2425,2018-06-12 8:17:29,8.58,21.36
2426,2018-06-12 8:18:29,8.66,20.76
2427,2018-06-12 8:19:29,8.75,21.06
2428,2018-06-12 8:20:29,8.88,20.76
2429,2018-06-12 8:21:29,9.01,20.55
2430,2018-06-12 8:22:29,9.14,20.55
2431,2018-06-12 8:23:29,9.26,20.37
2432,2018-06-12 8:24:29,9.39,20.16
2433,2018-06-12 8:25:29,9.52,20.25
2434,2018-06-12 8:26:29,9.65,21.02
2435,2018-06-12 8:27:29,9.78,20.33
2436,2018-06-12 8:28:29,9.86,20.07
2437,2018-06-12 8:29:29,10.04,20.89
2438,2018-06-12 8:30:29,10.21,21.83
2439,2018-06-12 8:31:29,10.29,21.45
2440,2018-06-12 8:32:29,10.42,22.48
2441,2018-06-12 8:33:29,10.55,22.13
2442,2018-06-12 8:34:29,10.59,22.31
2443,2018-06-12 8:35:29,10.72,21.53
2444,2018-06-12 8:36:29,10.89,21.66
2445,2018-06-12 8:37:29,10.98,22.01
2446,2018-06-12 8:38:29,11.15,22.39
2447,2018-06-12 8:39:29,11.24,22.35
2448,2018-06-12 8:40:29,11.41,22.65
2449,2018-06-12 8:41:29,11.49,22.05
2450,2018-06-12 8:42:29,11.62,20.72
2451,2018-06-12 8:43:29,11.75,20.37
2452,2018-06-12 8:44:29,11.84,20.63
2453,2018-06-12 8:45:29,11.97,20.93
2454,2018-06-12 8:46:29,12.10,21.28
2455,2018-06-12 8:47:29,12.14,21.02
2456,2018-06-12 8:48:29,12.27,20.63
2457,2018-06-12 8:49:29,12.31,20.03
2458,2018-06-12 8:50:29,12.40,20.20
2459,2018-06-12 8:51:29,12.52,20.76
2460,2018-06-12 8:52:29,12.57,20.93
2461,2018-06-12 8:53:29,12.61,21.23
2462,2018-06-12 8:54:29,12.65,20.80
2463,2018-06-12 8:55:29,12.74,21.75
2464,2018-06-12 8:56:29,12.82,21.36
2465,2018-06-12 8:57:29,12.91,21.83
2466,2018-06-12 8:58:29,13.00,22.09
2467,2018-06-12 8:59:29,13.00,23.08
2468,2018-06-12 9:00:29,13.08,22.52
2469,2018-06-12 9:01:29,13.12,22.95
2470,2018-06-12 9:02:29,13.21,22.95
2471,2018-06-12 9:03:29,13.25,23.64
2472,2018-06-12 9:04:29,13.34,23.59
2473,2018-06-12 9:05:29,13.43,24.02
2474,2018-06-12 9:06:29,13.51,23.81
2475,2018-06-12 9:07:29,13.68,23.34
2476,2018-06-12 9:08:29,13.77,22.52
2477,2018-06-12 9:09:29,13.85,23.25
2478,2018-06-12 9:10:29,13.94,24.11
2479,2018-06-12 9:11:29,14.11,24.06
2480,2018-06-12 9:12:29,14.33,25.22
2481,2018-06-12 9:13:29,14.41,24.11
2482,2018-06-12 9:14:29,14.54,23.12
2483,2018-06-12 9:15:29,14.67,23.08
2484,2018-06-12 9:16:29,14.84,24.11
2485,2018-06-12 9:17:29,15.01,23.42
2486,2018-06-12 9:18:29,15.14,23.03
2487,2018-06-12 9:19:29,15.31,23.25
2488,2018-06-12 9:20:29,15.44,23.81
2489,2018-06-12 9:21:29,15.61,23.03
2490,2018-06-12 9:22:29,15.78,24.62
2491,2018-06-12 9:23:29,15.91,24.54
2492,2018-06-12 9:24:29,16.08,25.74
2493,2018-06-12 9:25:29,16.26,27.15
2494,2018-06-12 9:26:29,16.47,27.45
2495,2018-06-12 9:27:29,16.60,26.38
2496,2018-06-12 9:28:29,16.73,25.91
2497,2018-06-12 9:29:29,16.90,25.35
2498,2018-06-12 9:30:29,17.03,24.36
2499,2018-06-12 9:31:29,17.20,24.62
2500,2018-06-12 9:32:29,17.41,25.78
2501,2018-06-12 9:33:29,17.54,25.69
2502,2018-06-12 9:34:29,17.72,27.20
2503,2018-06-12 9:35:29,17.89,25.78
2504,2018-06-12 9:36:29,18.02,24.84
2505,2018-06-12 9:37:29,18.10,24.79
2506,2018-06-12 9:38:29,18.32,25.61
2507,2018-06-12 9:39:29,18.36,26.34
2508,2018-06-12 9:40:29,18.53,26.60
2509,2018-06-12 9:41:29,18.66,24.92
2510,2018-06-12 9:42:29,18.74,25.18
2511,2018-06-12 9:43:29,18.83,25.27
2512,2018-06-12 9:44:29,19.00,25.52
2513,2018-06-12 9:45:29,19.17,25.74
2514,2018-06-12 9:46:29,19.26,25.31
2515,2018-06-12 9:47:29,19.52,25.35
2516,2018-06-12 9:48:29,19.60,26.68
2517,2018-06-12 9:49:29,19.77,25.82
2518,2018-06-12 9:50:29,19.95,26.12
2519,2018-06-12 9:51:29,20.07,26.60
2520,2018-06-12 9:52:29,20.25,26.90
2521,2018-06-12 9:53:29,20.42,25.18
2522,2018-06-12 9:54:29,20.55,25.74
2523,2018-06-12 9:55:29,20.72,25.82
2524,2018-06-12 9:56:29,20.89,26.12
2525,2018-06-12 9:57:29,21.10,25.05
2526,2018-06-12 9:58:29,21.23,26.04
2527,2018-06-12 9:59:29,21.40,27.45
2528,2018-06-12 10:00:29,21.58,28.87
2529,2018-06-12 10:01:29,21.75,28.95
2530,2018-06-12 10:02:29,21.92,29.68
2531,2018-06-12 10:03:29,22.05,29.73
2532,2018-06-12 10:04:29,22.22,29.90
2533,2018-06-12 10:05:29,22.39,28.61
2534,2018-06-12 10:06:29,22.52,27.75
2535,2018-06-12 10:07:29,22.65,26.42
2536,2018-06-12 10:08:29,22.86,28.14
2537,2018-06-12 10:09:29,22.99,30.71
2538,2018-06-12 10:10:29,23.16,29.86
2539,2018-06-12 10:11:29,23.29,27.84
2540,2018-06-12 10:12:29,23.46,28.10
2541,2018-06-12 10:13:29,23.64,28.57
2542,2018-06-12 10:14:29,23.76,29.21
2543,2018-06-12 10:15:29,23.98,29.17
2544,2018-06-12 10:16:29,24.11,28.18
2545,2018-06-12 10:17:29,24.24,28.18
2546,2018-06-12 10:18:29,24.32,26.17
2547,2018-06-12 10:19:29,24.54,27.58
2548,2018-06-12 10:20:29,24.66,27.20
2549,2018-06-12 10:21:29,24.84,28.05
2550,2018-06-12 10:22:29,25.01,28.83
2551,2018-06-12 10:23:29,25.14,29.17
2552,2018-06-12 10:24:29,25.31,29.81
2553,2018-06-12 10:25:29,25.39,29.38
2554,2018-06-12 10:26:29,25.52,27.80
2555,2018-06-12 10:27:29,25.74,28.35
2556,2018-06-12 10:28:29,25.82,28.31
2557,2018-06-12 10:29:29,25.95,29.51
2558,2018-06-12 10:30:29,26.12,27.97
2559,2018-06-12 10:31:29,26.21,28.35
2560,2018-06-12 10:32:29,26.38,26.90
2561,2018-06-12 10:33:29,26.51,27.07
2562,2018-06-12 10:34:29,26.64,27.93
2563,2018-06-12 10:35:29,26.72,28.61
2564,2018-06-12 10:36:29,26.85,31.10
2565,2018-06-12 10:37:29,26.98,29.94
2566,2018-06-12 10:38:29,27.07,29.08
2567,2018-06-12 10:39:29,27.15,29.04
2568,2018-06-12 10:40:29,27.28,29.60
2569,2018-06-12 10:41:29,27.32,28.44
2570,2018-06-12 10:42:29,27.37,27.32
2571,2018-06-12 10:43:29,27.45,26.94
2572,2018-06-12 10:44:29,27.50,26.51
2573,2018-06-12 10:45:29,27.58,28.70
2574,2018-06-12 10:46:29,27.63,28.48
2575,2018-06-12 10:47:29,27.75,29.94
2576,2018-06-12 10:48:29,27.84,29.56
2577,2018-06-12 10:49:29,27.88,29.08
2578,2018-06-12 10:50:29,27.97,28.48
2579,2018-06-12 10:51:29,28.10,27.93
2580,2018-06-12 10:52:29,28.14,28.53
2581,2018-06-12 10:53:29,28.23,28.87
2582,2018-06-12 10:54:29,28.27,29.26
2583,2018-06-12 10:55:29,28.44,31.06
2584,2018-06-12 10:56:29,28.53,32.64
2585,2018-06-12 10:57:29,28.61,31.70
2586,2018-06-12 10:58:29,28.74,33.07
2587,2018-06-12 10:59:29,28.91,33.03
2588,2018-06-12 11:00:29,29.00,29.86
2589,2018-06-12 11:01:29,29.08,28.91
2590,2018-06-12 11:02:29,29.21,26.81
2591,2018-06-12 11:03:29,29.21,27.67
2592,2018-06-12 11:04:29,29.38,28.31
2593,2018-06-12 11:05:29,29.47,29.98
2594,2018-06-12 11:06:29,29.64,29.34
2595,2018-06-12 11:07:29,29.77,30.03
2596,2018-06-12 11:08:29,29.81,29.51
2597,2018-06-12 11:09:29,29.98,28.78
2598,2018-06-12 11:10:29,30.16,29.30
2599,2018-06-12 11:11:29,30.16,30.16
2600,2018-06-12 11:12:29,30.33,30.07
2601,2018-06-12 11:13:29,30.46,28.74
2602,2018-06-12 11:14:29,30.59,27.84
2603,2018-06-12 11:15:29,30.63,29.13
2604,2018-06-12 11:16:29,30.76,29.30
2605,2018-06-12 11:17:29,30.80,29.51
2606,2018-06-12 11:18:29,30.93,29.73
2607,2018-06-12 11:19:29,30.93,30.71
2608,2018-06-12 11:20:29,31.01,30.28
2609,2018-06-12 11:21:29,31.10,31.06
2610,2018-06-12 11:22:29,31.14,29.56
2611,2018-06-12 11:23:29,31.23,29.30
2612,2018-06-12 11:24:29,31.27,29.08
2613,2018-06-12 11:25:29,31.31,29.26
2614,2018-06-12 11:26:29,31.44,28.78
2615,2018-06-12 11:27:29,31.53,31.79
2616,2018-06-12 11:28:29,31.66,31.06
2617,2018-06-12 11:29:29,31.70,31.27
2618,2018-06-12 11:30:29,31.87,31.36
2619,2018-06-12 11:31:29,31.96,31.44
2620,2018-06-12 11:32:29,32.13,30.20
2621,2018-06-12 11:33:29,32.17,28.57
2622,2018-06-12 11:34:29,32.30,29.77
2623,2018-06-12 11:35:29,32.47,30.03
2624,2018-06-12 11:36:29,32.52,32.00
2625,2018-06-12 11:37:29,32.56,31.49
2626,2018-06-12 11:38:29,32.69,31.66
2627,2018-06-12 11:39:29,32.77,31.79
2628,2018-06-12 11:40:29,32.90,30.37
2629,2018-06-12 11:41:29,32.94,32.17
2630,2018-06-12 11:42:29,33.07,30.33
2631,2018-06-12 11:43:29,33.16,29.64
2632,2018-06-12 11:44:29,33.25,29.13
2633,2018-06-12 11:45:29,33.29,28.87
2634,2018-06-12 11:46:29,33.37,27.93
2635,2018-06-12 11:47:29,33.46,28.18
2636,2018-06-12 11:48:29,33.50,28.74
2637,2018-06-12 11:49:29,33.55,29.00
2638,2018-06-12 11:50:29,33.67,28.74
2639,2018-06-12 11:51:29,33.63,28.10
2640,2018-06-12 11:52:29,33.72,29.64
2641,2018-06-12 11:53:29,33.76,29.68
2642,2018-06-12 11:54:29,33.85,28.23
2643,2018-06-12 11:55:29,33.89,29.86
2644,2018-06-12 11:56:29,33.97,30.80
2645,2018-06-12 11:57:29,34.06,32.26
2646,2018-06-12 11:58:29,34.19,31.92
2647,2018-06-12 11:59:29,34.23,32.90
2648,2018-06-12 12:00:29,34.32,32.47
2649,2018-06-12 12:01:29,34.40,32.04
2650,2018-06-12 12:02:29,34.49,31.83
2651,2018-06-12 12:03:29,34.57,31.66
2652,2018-06-12 12:04:29,34.62,30.84
2653,2018-06-12 12:05:29,34.70,28.65
2654,2018-06-12 12:06:29,34.75,29.00
2655,2018-06-12 12:07:29,34.83,30.93
2656,2018-06-12 12:08:29,34.92,32.26
2657,2018-06-12 12:09:29,34.96,31.49
2658,2018-06-12 12:10:29,35.00,31.92
2659,2018-06-12 12:11:29,35.09,31.14
2660,2018-06-12 12:12:29,35.22,31.66
2661,2018-06-12 12:13:29,35.26,33.16
2662,2018-06-12 12:14:29,35.35,31.57
2663,2018-06-12 12:15:29,35.43,31.44
2664,2018-06-12 12:16:29,35.48,31.14
2665,2018-06-12 12:17:29,35.60,29.56
2666,2018-06-12 12:18:29,35.69,28.87
2667,2018-06-12 12:19:29,35.69,29.43
2668,2018-06-12 12:20:29,35.78,28.31
2669,2018-06-12 12:21:29,35.82,29.26
2670,2018-06-12 12:22:29,35.86,29.68
2671,2018-06-12 12:23:29,35.99,30.59
2672,2018-06-12 12:24:29,35.99,32.52
2673,2018-06-12 12:25:29,36.08,33.16
2674,2018-06-12 12:26:29,36.16,32.39
2675,2018-06-12 12:27:29,36.21,30.97
2676,2018-06-12 12:28:29,36.29,31.83
2677,2018-06-12 12:29:29,36.33,29.98
2678,2018-06-12 12:30:29,36.38,30.20
2679,2018-06-12 12:31:29,36.46,32.77
2680,2018-06-12 12:32:29,36.46,32.13
2681,2018-06-12 12:33:29,36.55,32.90
2682,2018-06-12 12:34:29,36.59,30.67
2683,2018-06-12 12:35:29,36.63,29.60
2684,2018-06-12 12:36:29,36.68,29.34
2685,2018-06-12 12:37:29,36.72,29.73
2686,2018-06-12 12:38:29,36.81,31.01
2687,2018-06-12 12:39:29,36.81,31.23
2688,2018-06-12 12:40:29,36.89,30.33
2689,2018-06-12 12:41:29,36.89,30.37
2690,2018-06-12 12:42:29,36.98,31.14
2691,2018-06-12 12:43:29,37.02,30.76
2692,2018-06-12 12:44:29,37.02,31.31
2693,2018-06-12 12:45:29,37.11,31.74
2694,2018-06-12 12:46:29,37.15,31.27
2695,2018-06-12 12:47:29,37.15,30.80
2696,2018-06-12 12:48:29,37.19,30.84
2697,2018-06-12 12:49:29,37.28,31.96
2698,2018-06-12 12:50:29,37.28,33.46
2699,2018-06-12 12:51:29,37.28,31.57
2700,2018-06-12 12:52:29,37.32,30.11
2701,2018-06-12 12:53:29,37.41,29.90
2702,2018-06-12 12:54:29,37.41,28.31
2703,2018-06-12 12:55:29,37.45,29.13
2704,2018-06-12 12:56:29,37.45,29.34
2705,2018-06-12 12:57:29,37.45,30.50
2706,2018-06-12 12:58:29,37.45,31.14
2707,2018-06-12 12:59:29,37.49,31.49
2708,2018-06-12 13:00:29,37.49,31.36
2709,2018-06-12 13:01:29,37.49,33.03
2710,2018-06-12 13:02:29,37.49,35.18
2711,2018-06-12 13:03:29,37.54,34.62
2712,2018-06-12 13:04:29,37.62,33.63
2713,2018-06-12 13:05:29,37.66,32.47
2714,2018-06-12 13:06:29,37.71,31.74
2715,2018-06-12 13:07:29,37.71,31.44
2716,2018-06-12 13:08:29,37.84,33.80
2717,2018-06-12 13:09:29,37.84,31.44
2718,2018-06-12 13:10:29,37.88,32.90
2719,2018-06-12 13:11:29,37.96,31.53
2720,2018-06-12 13:12:29,38.01,32.34
2721,2018-06-12 13:13:29,38.01,30.93
2722,2018-06-12 13:14:29,38.05,30.16
2723,2018-06-12 13:15:29,38.14,30.07
2724,2018-06-12 13:16:29,38.14,30.16
2725,2018-06-12 13:17:29,38.18,31.44
2726,2018-06-12 13:18:29,38.26,31.70
2727,2018-06-12 13:19:29,38.26,31.53
2728,2018-06-12 13:20:29,38.31,32.04
2729,2018-06-12 13:21:29,38.35,32.17
2730,2018-06-12 13:22:29,38.35,31.87
2731,2018-06-12 13:23:29,38.35,32.94
2732,2018-06-12 13:24:29,38.44,31.14
2733,2018-06-12 13:25:29,38.48,30.93
2734,2018-06-12 13:26:29,38.52,33.20
2735,2018-06-12 13:27:29,38.52,32.99
2736,2018-06-12 13:28:29,38.61,32.77
2737,2018-06-12 13:29:29,38.61,35.13
2738,2018-06-12 13:30:29,38.65,35.22
2739,2018-06-12 13:31:29,38.65,35.73
2740,2018-06-12 13:32:29,38.69,32.34
2741,2018-06-12 13:33:29,38.74,31.19
2742,2018-06-12 13:34:29,38.78,31.57
2743,2018-06-12 13:35:29,38.82,32.26
2744,2018-06-12 13:36:29,38.86,31.87
2745,2018-06-12 13:37:29,38.82,32.34
2746,2018-06-12 13:38:29,38.91,30.07
2747,2018-06-12 13:39:29,38.86,29.90
2748,2018-06-12 13:40:29,38.91,33.12
2749,2018-06-12 13:41:29,38.91,33.63
2750,2018-06-12 13:42:29,38.95,31.83
2751,2018-06-12 13:43:29,38.91,31.10
2752,2018-06-12 13:44:29,38.95,31.06
2753,2018-06-12 13:45:29,38.91,30.76
2754,2018-06-12 13:46:29,38.91,30.41
2755,2018-06-12 13:47:29,38.86,30.24
2756,2018-06-12 13:48:29,38.91,29.98
2757,2018-06-12 13:49:29,38.86,29.26
2758,2018-06-12 13:50:29,38.82,29.47
2759,2018-06-12 13:51:29,38.78,29.13
2760,2018-06-12 13:52:29,38.78,30.37
2761,2018-06-12 13:53:29,38.74,29.90
2762,2018-06-12 13:54:29,38.69,30.46
2763,2018-06-12 13:55:29,38.74,31.06
2764,2018-06-12 13:56:29,38.61,31.66
2765,2018-06-12 13:57:29,38.56,31.61
2766,2018-06-12 13:58:29,38.56,31.06
2767,2018-06-12 13:59:29,38.48,30.20
2768,2018-06-12 14:00:29,38.48,31.19
2769,2018-06-12 14:01:29,38.44,31.66
2770,2018-06-12 14:02:29,38.44,30.89
2771,2018-06-12 14:03:29,38.39,30.33
2772,2018-06-12 14:04:29,38.39,31.70
2773,2018-06-12 14:05:29,38.35,30.41
2774,2018-06-12 14:06:29,38.31,31.31
2775,2018-06-12 14:07:29,38.31,33.42
2776,2018-06-12 14:08:29,38.26,32.99
2777,2018-06-12 14:09:29,38.26,31.36
2778,2018-06-12 14:10:29,38.26,31.66
2779,2018-06-12 14:11:29,38.31,33.50
2780,2018-06-12 14:12:29,38.26,31.40
2781,2018-06-12 14:13:29,38.22,30.63
2782,2018-06-12 14:14:29,38.26,31.53
2783,2018-06-12 14:15:29,38.26,32.56
2784,2018-06-12 14:16:29,38.26,33.25
2785,2018-06-12 14:17:29,38.22,32.64
2786,2018-06-12 14:18:29,38.22,31.79
2787,2018-06-12 14:19:29,38.26,30.89
2788,2018-06-12 14:20:29,38.26,30.97
2789,2018-06-12 14:21:29,38.22,31.23
2790,2018-06-12 14:22:29,38.26,30.07
2791,2018-06-12 14:23:29,38.22,29.81
2792,2018-06-12 14:24:29,38.22,29.98
2793,2018-06-12 14:25:29,38.18,30.89
2794,2018-06-12 14:26:29,38.18,31.66
2795,2018-06-12 14:27:29,38.14,31.19
2796,2018-06-12 14:28:29,38.09,30.84
2797,2018-06-12 14:29:29,38.09,31.92
