Plot Title: 20366934,,foam between,foam air
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2"
1653,2018-06-11 19:25:29,13.77,22.39
1654,2018-06-11 19:26:29,13.73,22.31
1655,2018-06-11 19:27:29,13.60,22.39
1656,2018-06-11 19:28:29,13.51,22.43
1657,2018-06-11 19:29:29,13.38,21.96
1658,2018-06-11 19:30:29,13.34,21.32
1659,2018-06-11 19:31:29,13.25,20.25
1660,2018-06-11 19:32:29,13.17,19.17
1661,2018-06-11 19:33:29,13.04,18.40
1662,2018-06-11 19:34:29,12.95,17.84
1663,2018-06-11 19:35:29,12.82,17.67
1664,2018-06-11 19:36:29,12.70,17.37
1665,2018-06-11 19:37:29,12.61,17.20
1666,2018-06-11 19:38:29,12.44,17.11
1667,2018-06-11 19:39:29,12.27,17.03
1668,2018-06-11 19:40:29,12.18,16.81
1669,2018-06-11 19:41:29,12.05,16.73
1670,2018-06-11 19:42:29,11.92,16.73
1671,2018-06-11 19:43:29,11.71,16.60
1672,2018-06-11 19:44:29,11.62,16.51
1673,2018-06-11 19:45:29,11.49,16.39
1674,2018-06-11 19:46:29,11.32,16.34
1675,2018-06-11 19:47:29,11.19,16.21
1676,2018-06-11 19:48:29,11.07,16.04
1677,2018-06-11 19:49:29,10.89,15.87
1678,2018-06-11 19:50:29,10.81,15.78
1679,2018-06-11 19:51:29,10.64,15.61
1680,2018-06-11 19:52:29,10.51,15.40
1681,2018-06-11 19:53:29,10.42,15.27
1682,2018-06-11 19:54:29,10.25,15.23
1683,2018-06-11 19:55:29,10.12,15.10
1684,2018-06-11 19:56:29,9.99,14.93
1685,2018-06-11 19:57:29,9.86,14.80
1686,2018-06-11 19:58:29,9.69,14.67
1687,2018-06-11 19:59:29,9.61,14.58
1688,2018-06-11 20:00:29,9.44,14.37
1689,2018-06-11 20:01:29,9.35,14.45
1690,2018-06-11 20:02:29,9.22,14.50
1691,2018-06-11 20:03:29,9.09,14.71
1692,2018-06-11 20:04:29,8.96,14.54
1693,2018-06-11 20:05:29,8.79,14.50
1694,2018-06-11 20:06:29,8.66,14.37
1695,2018-06-11 20:07:29,8.58,14.37
1696,2018-06-11 20:08:29,8.41,14.41
1697,2018-06-11 20:09:29,8.28,14.24
1698,2018-06-11 20:10:29,8.11,14.33
1699,2018-06-11 20:11:29,8.02,14.20
1700,2018-06-11 20:12:29,7.81,14.15
1701,2018-06-11 20:13:29,7.72,14.11
1702,2018-06-11 20:14:29,7.59,13.73
1703,2018-06-11 20:15:29,7.46,13.30
1704,2018-06-11 20:16:29,7.29,13.30
1705,2018-06-11 20:17:29,7.20,13.00
1706,2018-06-11 20:18:29,7.08,12.61
1707,2018-06-11 20:19:29,6.90,12.70
1708,2018-06-11 20:20:29,6.82,12.48
1709,2018-06-11 20:21:29,6.65,12.74
1710,2018-06-11 20:22:29,6.56,12.70
1711,2018-06-11 20:23:29,6.39,12.52
1712,2018-06-11 20:24:29,6.26,12.57
1713,2018-06-11 20:25:29,6.22,12.65
1714,2018-06-11 20:26:29,6.09,12.82
1715,2018-06-11 20:27:29,5.92,12.82
1716,2018-06-11 20:28:29,5.83,12.65
1717,2018-06-11 20:29:29,5.75,12.48
1718,2018-06-11 20:30:29,5.62,12.22
1719,2018-06-11 20:31:29,5.53,11.79
1720,2018-06-11 20:32:29,5.45,11.84
1721,2018-06-11 20:33:29,5.32,12.01
1722,2018-06-11 20:34:29,5.23,11.79
1723,2018-06-11 20:35:29,5.19,11.49
1724,2018-06-11 20:36:29,5.02,11.37
1725,2018-06-11 20:37:29,4.97,11.37
1726,2018-06-11 20:38:29,4.84,11.19
1727,2018-06-11 20:39:29,4.80,11.07
1728,2018-06-11 20:40:29,4.72,11.07
1729,2018-06-11 20:41:29,4.63,11.37
1730,2018-06-11 20:42:29,4.59,11.62
1731,2018-06-11 20:43:29,4.46,11.71
1732,2018-06-11 20:44:29,4.42,11.67
1733,2018-06-11 20:45:29,4.37,11.62
1734,2018-06-11 20:46:29,4.29,11.62
1735,2018-06-11 20:47:29,4.20,11.54
1736,2018-06-11 20:48:29,4.12,11.58
1737,2018-06-11 20:49:29,4.07,11.75
1738,2018-06-11 20:50:29,3.94,11.67
1739,2018-06-11 20:51:29,3.90,11.75
1740,2018-06-11 20:52:29,3.82,11.71
1741,2018-06-11 20:53:29,3.73,11.45
1742,2018-06-11 20:54:29,3.64,11.54
1743,2018-06-11 20:55:29,3.60,11.62
1744,2018-06-11 20:56:29,3.52,11.49
1745,2018-06-11 20:57:29,3.43,11.49
1746,2018-06-11 20:58:29,3.43,11.32
1747,2018-06-11 20:59:29,3.34,11.11
1748,2018-06-11 21:00:29,3.26,10.77
1749,2018-06-11 21:01:29,3.21,10.81
1750,2018-06-11 21:02:29,3.13,10.51
1751,2018-06-11 21:03:29,3.13,10.55
1752,2018-06-11 21:04:29,3.04,10.94
1753,2018-06-11 21:05:29,2.96,11.15
1754,2018-06-11 21:06:29,2.91,11.28
1755,2018-06-11 21:07:29,2.83,11.02
1756,2018-06-11 21:08:29,2.79,10.77
1757,2018-06-11 21:09:29,2.74,10.42
1758,2018-06-11 21:10:29,2.74,10.46
1759,2018-06-11 21:11:29,2.66,10.46
1760,2018-06-11 21:12:29,2.66,10.42
1761,2018-06-11 21:13:29,2.61,10.25
1762,2018-06-11 21:14:29,2.53,10.16
1763,2018-06-11 21:15:29,2.53,10.25
1764,2018-06-11 21:16:29,2.49,9.69
1765,2018-06-11 21:17:29,2.49,9.35
1766,2018-06-11 21:18:29,2.40,9.31
1767,2018-06-11 21:19:29,2.36,9.48
1768,2018-06-11 21:20:29,2.31,9.65
1769,2018-06-11 21:21:29,2.31,9.74
1770,2018-06-11 21:22:29,2.23,9.91
1771,2018-06-11 21:23:29,2.19,10.08
1772,2018-06-11 21:24:29,2.19,10.25
1773,2018-06-11 21:25:29,2.10,10.25
1774,2018-06-11 21:26:29,2.10,10.29
1775,2018-06-11 21:27:29,2.06,10.21
1776,2018-06-11 21:28:29,2.06,10.21
1777,2018-06-11 21:29:29,2.01,9.86
1778,2018-06-11 21:30:29,1.93,9.74
1779,2018-06-11 21:31:29,1.97,9.61
1780,2018-06-11 21:32:29,1.88,9.48
1781,2018-06-11 21:33:29,1.84,9.52
1782,2018-06-11 21:34:29,1.84,9.52
1783,2018-06-11 21:35:29,1.76,9.39
1784,2018-06-11 21:36:29,1.76,9.09
1785,2018-06-11 21:37:29,1.71,8.75
1786,2018-06-11 21:38:29,1.71,8.58
1787,2018-06-11 21:39:29,1.63,8.62
1788,2018-06-11 21:40:29,1.63,8.53
1789,2018-06-11 21:41:29,1.58,8.62
1790,2018-06-11 21:42:29,1.54,8.79
1791,2018-06-11 21:43:29,1.50,9.14
1792,2018-06-11 21:44:29,1.50,9.31
1793,2018-06-11 21:45:29,1.46,9.05
1794,2018-06-11 21:46:29,1.46,9.05
1795,2018-06-11 21:47:29,1.41,9.05
1796,2018-06-11 21:48:29,1.41,8.88
1797,2018-06-11 21:49:29,1.37,8.92
1798,2018-06-11 21:50:29,1.37,9.14
1799,2018-06-11 21:51:29,1.33,9.26
1800,2018-06-11 21:52:29,1.28,9.31
1801,2018-06-11 21:53:29,1.33,9.22
1802,2018-06-11 21:54:29,1.28,9.26
1803,2018-06-11 21:55:29,1.24,9.39
1804,2018-06-11 21:56:29,1.24,9.48
1805,2018-06-11 21:57:29,1.24,9.35
1806,2018-06-11 21:58:29,1.24,9.09
1807,2018-06-11 21:59:29,1.20,9.01
1808,2018-06-11 22:00:29,1.16,8.83
1809,2018-06-11 22:01:29,1.16,8.79
1810,2018-06-11 22:02:29,1.16,8.83
1811,2018-06-11 22:03:29,1.16,8.83
1812,2018-06-11 22:04:29,1.11,8.92
1813,2018-06-11 22:05:29,1.11,8.83
1814,2018-06-11 22:06:29,1.11,8.88
1815,2018-06-11 22:07:29,1.07,8.66
1816,2018-06-11 22:08:29,1.07,8.53
1817,2018-06-11 22:09:29,1.03,8.49
1818,2018-06-11 22:10:29,1.03,8.28
1819,2018-06-11 22:11:29,0.98,8.36
1820,2018-06-11 22:12:29,0.98,8.28
1821,2018-06-11 22:13:29,0.98,8.23
1822,2018-06-11 22:14:29,0.98,8.11
1823,2018-06-11 22:15:29,0.94,8.23
1824,2018-06-11 22:16:29,0.94,8.49
1825,2018-06-11 22:17:29,0.90,8.36
1826,2018-06-11 22:18:29,0.86,8.06
1827,2018-06-11 22:19:29,0.81,7.93
1828,2018-06-11 22:20:29,0.81,7.89
1829,2018-06-11 22:21:29,0.77,7.85
1830,2018-06-11 22:22:29,0.77,7.76
1831,2018-06-11 22:23:29,0.73,8.02
1832,2018-06-11 22:24:29,0.73,8.02
1833,2018-06-11 22:25:29,0.73,8.11
1834,2018-06-11 22:26:29,0.64,8.02
1835,2018-06-11 22:27:29,0.60,7.76
1836,2018-06-11 22:28:29,0.60,7.72
1837,2018-06-11 22:29:29,0.60,7.55
1838,2018-06-11 22:30:29,0.55,7.55
1839,2018-06-11 22:31:29,0.47,7.81
1840,2018-06-11 22:32:29,0.51,7.85
1841,2018-06-11 22:33:29,0.47,7.93
1842,2018-06-11 22:34:29,0.43,7.98
1843,2018-06-11 22:35:29,0.38,7.85
1844,2018-06-11 22:36:29,0.43,7.76
1845,2018-06-11 22:37:29,0.38,7.85
1846,2018-06-11 22:38:29,0.38,7.50
1847,2018-06-11 22:39:29,0.38,7.50
1848,2018-06-11 22:40:29,0.38,7.50
1849,2018-06-11 22:41:29,0.43,7.55
1850,2018-06-11 22:42:29,0.38,7.63
1851,2018-06-11 22:43:29,0.34,7.38
1852,2018-06-11 22:44:29,0.34,7.25
1853,2018-06-11 22:45:29,0.34,7.08
1854,2018-06-11 22:46:29,0.34,6.99
1855,2018-06-11 22:47:29,0.34,6.95
1856,2018-06-11 22:48:29,0.34,7.08
1857,2018-06-11 22:49:29,0.34,7.16
1858,2018-06-11 22:50:29,0.34,7.20
1859,2018-06-11 22:51:29,0.34,7.38
1860,2018-06-11 22:52:29,0.30,7.42
1861,2018-06-11 22:53:29,0.30,7.55
1862,2018-06-11 22:54:29,0.30,7.55
1863,2018-06-11 22:55:29,0.25,7.55
1864,2018-06-11 22:56:29,0.25,7.42
1865,2018-06-11 22:57:29,0.25,7.33
1866,2018-06-11 22:58:29,0.25,7.16
1867,2018-06-11 22:59:29,0.21,7.12
1868,2018-06-11 23:00:29,0.17,7.12
1869,2018-06-11 23:01:29,0.21,6.90
1870,2018-06-11 23:02:29,0.21,6.95
1871,2018-06-11 23:03:29,0.21,6.82
1872,2018-06-11 23:04:29,0.13,6.90
1873,2018-06-11 23:05:29,0.13,7.03
1874,2018-06-11 23:06:29,0.17,7.20
1875,2018-06-11 23:07:29,0.13,7.08
1876,2018-06-11 23:08:29,0.13,6.69
1877,2018-06-11 23:09:29,0.13,6.52
1878,2018-06-11 23:10:29,0.13,6.48
1879,2018-06-11 23:11:29,0.13,6.52
1880,2018-06-11 23:12:29,0.13,6.65
1881,2018-06-11 23:13:29,0.08,6.78
1882,2018-06-11 23:14:29,0.17,6.86
1883,2018-06-11 23:15:29,0.08,6.78
1884,2018-06-11 23:16:29,0.08,6.78
1885,2018-06-11 23:17:29,0.08,6.73
1886,2018-06-11 23:18:29,0.08,6.82
1887,2018-06-11 23:19:29,0.04,6.86
1888,2018-06-11 23:20:29,0.04,6.82
1889,2018-06-11 23:21:29,0.04,6.65
1890,2018-06-11 23:22:29,-0.00,6.60
1891,2018-06-11 23:23:29,-0.00,6.73
1892,2018-06-11 23:24:29,-0.00,6.78
1893,2018-06-11 23:25:29,-0.00,6.13
1894,2018-06-11 23:26:29,-0.00,6.17
1895,2018-06-11 23:27:29,-0.00,6.39
1896,2018-06-11 23:28:29,-0.05,6.39
1897,2018-06-11 23:29:29,-0.05,6.05
1898,2018-06-11 23:30:29,-0.05,5.87
1899,2018-06-11 23:31:29,-0.09,6.00
1900,2018-06-11 23:32:29,-0.13,6.22
1901,2018-06-11 23:33:29,-0.13,6.35
1902,2018-06-11 23:34:29,-0.13,6.48
1903,2018-06-11 23:35:29,-0.13,6.56
1904,2018-06-11 23:36:29,-0.13,6.65
1905,2018-06-11 23:37:29,-0.17,6.52
1906,2018-06-11 23:38:29,-0.22,6.30
1907,2018-06-11 23:39:29,-0.22,6.17
1908,2018-06-11 23:40:29,-0.22,6.30
1909,2018-06-11 23:41:29,-0.22,6.22
1910,2018-06-11 23:42:29,-0.26,6.09
1911,2018-06-11 23:43:29,-0.22,6.13
1912,2018-06-11 23:44:29,-0.26,6.22
1913,2018-06-11 23:45:29,-0.30,6.52
1914,2018-06-11 23:46:29,-0.26,6.52
1915,2018-06-11 23:47:29,-0.26,6.52
1916,2018-06-11 23:48:29,-0.35,6.39
1917,2018-06-11 23:49:29,-0.30,6.43
1918,2018-06-11 23:50:29,-0.30,6.43
1919,2018-06-11 23:51:29,-0.26,6.43
1920,2018-06-11 23:52:29,-0.30,6.35
1921,2018-06-11 23:53:29,-0.30,6.30
1922,2018-06-11 23:54:29,-0.30,6.35
1923,2018-06-11 23:55:29,-0.30,6.17
1924,2018-06-11 23:56:29,-0.30,6.13
1925,2018-06-11 23:57:29,-0.30,5.92
1926,2018-06-11 23:58:29,-0.26,5.83
1927,2018-06-11 23:59:29,-0.30,6.05
1928,2018-06-12 0:00:29,-0.30,5.96
1929,2018-06-12 0:01:29,-0.26,6.00
1930,2018-06-12 0:02:29,-0.26,6.17
1931,2018-06-12 0:03:29,-0.26,6.13
1932,2018-06-12 0:04:29,-0.26,6.22
1933,2018-06-12 0:05:29,-0.30,6.30
1934,2018-06-12 0:06:29,-0.26,6.26
1935,2018-06-12 0:07:29,-0.30,6.13
1936,2018-06-12 0:08:29,-0.26,5.96
1937,2018-06-12 0:09:29,-0.26,6.05
1938,2018-06-12 0:10:29,-0.30,6.13
1939,2018-06-12 0:11:29,-0.26,5.92
1940,2018-06-12 0:12:29,-0.30,5.87
1941,2018-06-12 0:13:29,-0.30,5.92
1942,2018-06-12 0:14:29,-0.35,5.70
1943,2018-06-12 0:15:29,-0.35,5.70
1944,2018-06-12 0:16:29,-0.35,5.83
1945,2018-06-12 0:17:29,-0.35,5.87
1946,2018-06-12 0:18:29,-0.39,5.92
1947,2018-06-12 0:19:29,-0.43,5.79
1948,2018-06-12 0:20:29,-0.39,5.70
1949,2018-06-12 0:21:29,-0.43,5.53
1950,2018-06-12 0:22:29,-0.39,5.53
1951,2018-06-12 0:23:29,-0.43,5.75
1952,2018-06-12 0:24:29,-0.52,5.83
1953,2018-06-12 0:25:29,-0.47,5.92
1954,2018-06-12 0:26:29,-0.43,6.05
1955,2018-06-12 0:27:29,-0.47,5.92
1956,2018-06-12 0:28:29,-0.47,5.79
1957,2018-06-12 0:29:29,-0.47,5.75
1958,2018-06-12 0:30:29,-0.43,5.79
1959,2018-06-12 0:31:29,-0.47,5.87
1960,2018-06-12 0:32:29,-0.43,5.70
1961,2018-06-12 0:33:29,-0.43,5.53
1962,2018-06-12 0:34:29,-0.43,5.49
1963,2018-06-12 0:35:29,-0.47,5.70
1964,2018-06-12 0:36:29,-0.39,5.66
1965,2018-06-12 0:37:29,-0.47,5.70
1966,2018-06-12 0:38:29,-0.43,5.62
1967,2018-06-12 0:39:29,-0.39,5.62
1968,2018-06-12 0:40:29,-0.43,5.57
1969,2018-06-12 0:41:29,-0.35,5.57
1970,2018-06-12 0:42:29,-0.39,5.19
1971,2018-06-12 0:43:29,-0.39,5.27
1972,2018-06-12 0:44:29,-0.35,5.23
1973,2018-06-12 0:45:29,-0.39,5.32
1974,2018-06-12 0:46:29,-0.35,5.32
1975,2018-06-12 0:47:29,-0.35,5.40
1976,2018-06-12 0:48:29,-0.30,5.53
1977,2018-06-12 0:49:29,-0.30,5.70
1978,2018-06-12 0:50:29,-0.26,5.79
1979,2018-06-12 0:51:29,-0.26,5.62
1980,2018-06-12 0:52:29,-0.22,5.70
1981,2018-06-12 0:53:29,-0.22,5.53
1982,2018-06-12 0:54:29,-0.22,5.66
1983,2018-06-12 0:55:29,-0.17,5.66
1984,2018-06-12 0:56:29,-0.17,5.75
1985,2018-06-12 0:57:29,-0.13,5.53
1986,2018-06-12 0:58:29,-0.13,5.45
1987,2018-06-12 0:59:29,-0.09,5.32
1988,2018-06-12 1:00:29,-0.09,5.36
1989,2018-06-12 1:01:29,-0.09,5.45
1990,2018-06-12 1:02:29,-0.05,5.57
1991,2018-06-12 1:03:29,-0.05,5.62
1992,2018-06-12 1:04:29,-0.00,5.70
1993,2018-06-12 1:05:29,-0.00,5.75
1994,2018-06-12 1:06:29,-0.00,5.75
1995,2018-06-12 1:07:29,-0.00,5.62
1996,2018-06-12 1:08:29,-0.00,5.70
1997,2018-06-12 1:09:29,0.04,5.66
1998,2018-06-12 1:10:29,0.08,5.40
1999,2018-06-12 1:11:29,0.08,5.23
2000,2018-06-12 1:12:29,0.04,5.45
2001,2018-06-12 1:13:29,0.08,5.32
2002,2018-06-12 1:14:29,0.04,5.57
2003,2018-06-12 1:15:29,0.08,5.45
2004,2018-06-12 1:16:29,0.08,5.53
2005,2018-06-12 1:17:29,0.08,5.36
2006,2018-06-12 1:18:29,0.08,5.02
2007,2018-06-12 1:19:29,0.08,5.19
2008,2018-06-12 1:20:29,0.08,4.97
2009,2018-06-12 1:21:29,0.08,5.10
2010,2018-06-12 1:22:29,0.08,4.97
2011,2018-06-12 1:23:29,0.04,5.02
2012,2018-06-12 1:24:29,0.08,5.15
2013,2018-06-12 1:25:29,-0.00,5.23
2014,2018-06-12 1:26:29,0.08,5.36
2015,2018-06-12 1:27:29,0.08,5.36
2016,2018-06-12 1:28:29,0.08,5.23
2017,2018-06-12 1:29:29,0.04,5.32
2018,2018-06-12 1:30:29,0.04,5.32
2019,2018-06-12 1:31:29,0.04,5.32
2020,2018-06-12 1:32:29,-0.00,5.23
2021,2018-06-12 1:33:29,-0.00,5.27
2022,2018-06-12 1:34:29,-0.00,5.10
2023,2018-06-12 1:35:29,-0.00,5.23
2024,2018-06-12 1:36:29,0.04,5.40
2025,2018-06-12 1:37:29,-0.00,5.36
2026,2018-06-12 1:38:29,-0.05,5.45
2027,2018-06-12 1:39:29,-0.05,5.49
2028,2018-06-12 1:40:29,-0.05,5.49
2029,2018-06-12 1:41:29,-0.05,5.32
2030,2018-06-12 1:42:29,-0.00,5.15
2031,2018-06-12 1:43:29,-0.05,5.15
2032,2018-06-12 1:44:29,-0.00,5.02
2033,2018-06-12 1:45:29,-0.00,4.89
2034,2018-06-12 1:46:29,-0.00,4.93
2035,2018-06-12 1:47:29,-0.00,5.02
2036,2018-06-12 1:48:29,-0.05,5.02
2037,2018-06-12 1:49:29,-0.00,5.02
2038,2018-06-12 1:50:29,-0.05,4.97
2039,2018-06-12 1:51:29,-0.00,5.06
2040,2018-06-12 1:52:29,-0.05,5.23
2041,2018-06-12 1:53:29,-0.00,5.02
2042,2018-06-12 1:54:29,-0.05,4.80
2043,2018-06-12 1:55:29,-0.05,4.84
2044,2018-06-12 1:56:29,-0.05,4.76
2045,2018-06-12 1:57:29,-0.05,4.67
2046,2018-06-12 1:58:29,-0.05,4.42
2047,2018-06-12 1:59:29,-0.05,4.20
2048,2018-06-12 2:00:29,-0.09,4.24
2049,2018-06-12 2:01:29,-0.09,4.37
2050,2018-06-12 2:02:29,-0.05,4.42
2051,2018-06-12 2:03:29,-0.09,4.59
2052,2018-06-12 2:04:29,-0.09,4.76
2053,2018-06-12 2:05:29,-0.13,4.84
2054,2018-06-12 2:06:29,-0.13,4.89
2055,2018-06-12 2:07:29,-0.17,4.93
2056,2018-06-12 2:08:29,-0.13,4.80
2057,2018-06-12 2:09:29,-0.13,4.63
2058,2018-06-12 2:10:29,-0.22,4.42
2059,2018-06-12 2:11:29,-0.22,4.24
2060,2018-06-12 2:12:29,-0.17,4.24
2061,2018-06-12 2:13:29,-0.22,4.24
2062,2018-06-12 2:14:29,-0.22,4.46
2063,2018-06-12 2:15:29,-0.22,4.50
2064,2018-06-12 2:16:29,-0.17,4.54
2065,2018-06-12 2:17:29,-0.22,4.59
2066,2018-06-12 2:18:29,-0.22,4.67
2067,2018-06-12 2:19:29,-0.22,4.50
2068,2018-06-12 2:20:29,-0.22,4.46
2069,2018-06-12 2:21:29,-0.17,4.29
2070,2018-06-12 2:22:29,-0.17,4.42
2071,2018-06-12 2:23:29,-0.13,4.50
2072,2018-06-12 2:24:29,-0.17,4.54
2073,2018-06-12 2:25:29,-0.22,4.63
2074,2018-06-12 2:26:29,-0.17,4.72
2075,2018-06-12 2:27:29,-0.22,4.67
2076,2018-06-12 2:28:29,-0.17,4.63
2077,2018-06-12 2:29:29,-0.22,4.16
2078,2018-06-12 2:30:29,-0.17,4.12
2079,2018-06-12 2:31:29,-0.17,4.24
2080,2018-06-12 2:32:29,-0.17,4.29
2081,2018-06-12 2:33:29,-0.17,4.29
2082,2018-06-12 2:34:29,-0.22,4.37
2083,2018-06-12 2:35:29,-0.22,4.54
2084,2018-06-12 2:36:29,-0.17,4.42
2085,2018-06-12 2:37:29,-0.17,4.37
2086,2018-06-12 2:38:29,-0.26,4.42
2087,2018-06-12 2:39:29,-0.22,4.42
2088,2018-06-12 2:40:29,-0.26,4.37
2089,2018-06-12 2:41:29,-0.26,4.07
2090,2018-06-12 2:42:29,-0.22,4.29
2091,2018-06-12 2:43:29,-0.26,4.33
2092,2018-06-12 2:44:29,-0.26,4.54
2093,2018-06-12 2:45:29,-0.26,4.76
2094,2018-06-12 2:46:29,-0.26,4.67
2095,2018-06-12 2:47:29,-0.17,4.63
2096,2018-06-12 2:48:29,-0.26,4.46
2097,2018-06-12 2:49:29,-0.26,4.37
2098,2018-06-12 2:50:29,-0.26,4.42
2099,2018-06-12 2:51:29,-0.22,4.50
2100,2018-06-12 2:52:29,-0.26,4.46
2101,2018-06-12 2:53:29,-0.26,4.59
2102,2018-06-12 2:54:29,-0.22,4.63
2103,2018-06-12 2:55:29,-0.26,4.46
2104,2018-06-12 2:56:29,-0.22,4.24
2105,2018-06-12 2:57:29,-0.22,4.20
2106,2018-06-12 2:58:29,-0.26,4.16
2107,2018-06-12 2:59:29,-0.26,4.12
2108,2018-06-12 3:00:29,-0.26,4.20
2109,2018-06-12 3:01:29,-0.30,4.16
2110,2018-06-12 3:02:29,-0.26,4.33
2111,2018-06-12 3:03:29,-0.22,4.42
2112,2018-06-12 3:04:29,-0.26,4.29
2113,2018-06-12 3:05:29,-0.26,4.33
2114,2018-06-12 3:06:29,-0.26,4.54
2115,2018-06-12 3:07:29,-0.26,4.63
2116,2018-06-12 3:08:29,-0.26,4.54
2117,2018-06-12 3:09:29,-0.26,4.42
2118,2018-06-12 3:10:29,-0.30,4.50
2119,2018-06-12 3:11:29,-0.26,4.37
2120,2018-06-12 3:12:29,-0.30,4.33
2121,2018-06-12 3:13:29,-0.26,4.20
2122,2018-06-12 3:14:29,-0.30,3.90
2123,2018-06-12 3:15:29,-0.35,3.69
2124,2018-06-12 3:16:29,-0.39,3.86
2125,2018-06-12 3:17:29,-0.35,3.94
2126,2018-06-12 3:18:29,-0.30,3.90
2127,2018-06-12 3:19:29,-0.39,3.99
2128,2018-06-12 3:20:29,-0.39,4.12
2129,2018-06-12 3:21:29,-0.39,4.16
2130,2018-06-12 3:22:29,-0.43,4.33
2131,2018-06-12 3:23:29,-0.43,4.16
2132,2018-06-12 3:24:29,-0.43,3.82
2133,2018-06-12 3:25:29,-0.47,3.73
2134,2018-06-12 3:26:29,-0.43,3.73
2135,2018-06-12 3:27:29,-0.47,3.56
2136,2018-06-12 3:28:29,-0.47,3.60
2137,2018-06-12 3:29:29,-0.47,3.77
2138,2018-06-12 3:30:29,-0.52,3.94
2139,2018-06-12 3:31:29,-0.52,3.94
2140,2018-06-12 3:32:29,-0.56,3.94
2141,2018-06-12 3:33:29,-0.56,3.99
2142,2018-06-12 3:34:29,-0.56,3.73
2143,2018-06-12 3:35:29,-0.60,3.69
2144,2018-06-12 3:36:29,-0.69,3.73
2145,2018-06-12 3:37:29,-0.65,3.43
2146,2018-06-12 3:38:29,-0.65,3.52
2147,2018-06-12 3:39:29,-0.73,3.73
2148,2018-06-12 3:40:29,-0.73,3.82
2149,2018-06-12 3:41:29,-0.73,3.52
2150,2018-06-12 3:42:29,-0.77,3.60
2151,2018-06-12 3:43:29,-0.82,3.73
2152,2018-06-12 3:44:29,-0.77,3.73
2153,2018-06-12 3:45:29,-0.82,3.73
2154,2018-06-12 3:46:29,-0.82,3.52
2155,2018-06-12 3:47:29,-0.90,3.47
2156,2018-06-12 3:48:29,-0.86,3.39
2157,2018-06-12 3:49:29,-0.86,3.13
2158,2018-06-12 3:50:29,-0.95,3.04
2159,2018-06-12 3:51:29,-0.90,3.13
2160,2018-06-12 3:52:29,-0.95,3.26
2161,2018-06-12 3:53:29,-0.95,3.30
2162,2018-06-12 3:54:29,-0.95,3.39
2163,2018-06-12 3:55:29,-0.95,3.34
2164,2018-06-12 3:56:29,-0.95,3.26
2165,2018-06-12 3:57:29,-0.95,3.26
2166,2018-06-12 3:58:29,-0.95,3.26
2167,2018-06-12 3:59:29,-0.95,3.17
2168,2018-06-12 4:00:29,-0.95,3.04
2169,2018-06-12 4:01:29,-0.95,3.13
2170,2018-06-12 4:02:29,-0.99,3.26
2171,2018-06-12 4:03:29,-0.95,3.17
2172,2018-06-12 4:04:29,-0.99,3.21
2173,2018-06-12 4:05:29,-0.95,3.21
2174,2018-06-12 4:06:29,-0.95,3.04
2175,2018-06-12 4:07:29,-1.03,3.00
2176,2018-06-12 4:08:29,-0.99,3.21
2177,2018-06-12 4:09:29,-1.12,3.26
2178,2018-06-12 4:10:29,-1.08,3.09
2179,2018-06-12 4:11:29,-1.08,3.26
2180,2018-06-12 4:12:29,-1.08,3.09
2181,2018-06-12 4:13:29,-1.08,3.17
2182,2018-06-12 4:14:29,-1.08,3.30
2183,2018-06-12 4:15:29,-1.08,3.13
2184,2018-06-12 4:16:29,-1.08,3.04
2185,2018-06-12 4:17:29,-1.12,3.13
2186,2018-06-12 4:18:29,-1.12,3.21
2187,2018-06-12 4:19:29,-1.12,3.00
2188,2018-06-12 4:20:29,-1.12,3.09
2189,2018-06-12 4:21:29,-1.08,3.04
2190,2018-06-12 4:22:29,-1.16,3.21
2191,2018-06-12 4:23:29,-1.16,2.91
2192,2018-06-12 4:24:29,-1.20,2.83
2193,2018-06-12 4:25:29,-1.16,2.66
2194,2018-06-12 4:26:29,-1.16,2.79
2195,2018-06-12 4:27:29,-1.16,2.74
2196,2018-06-12 4:28:29,-1.16,2.87
2197,2018-06-12 4:29:29,-1.16,2.91
2198,2018-06-12 4:30:29,-1.20,2.83
2199,2018-06-12 4:31:29,-1.16,2.79
2200,2018-06-12 4:32:29,-1.20,2.91
2201,2018-06-12 4:33:29,-1.20,3.09
2202,2018-06-12 4:34:29,-1.20,3.17
2203,2018-06-12 4:35:29,-1.16,3.21
2204,2018-06-12 4:36:29,-1.16,3.13
2205,2018-06-12 4:37:29,-1.25,3.17
2206,2018-06-12 4:38:29,-1.25,3.00
2207,2018-06-12 4:39:29,-1.25,2.87
2208,2018-06-12 4:40:29,-1.29,3.00
2209,2018-06-12 4:41:29,-1.29,2.79
2210,2018-06-12 4:42:29,-1.33,2.66
2211,2018-06-12 4:43:29,-1.33,2.44
2212,2018-06-12 4:44:29,-1.33,2.40
2213,2018-06-12 4:45:29,-1.38,2.44
2214,2018-06-12 4:46:29,-1.42,2.27
2215,2018-06-12 4:47:29,-1.46,2.31
2216,2018-06-12 4:48:29,-1.42,2.44
2217,2018-06-12 4:49:29,-1.50,2.74
2218,2018-06-12 4:50:29,-1.50,2.74
2219,2018-06-12 4:51:29,-1.50,2.70
2220,2018-06-12 4:52:29,-1.50,2.66
