Plot Title: 20366935,,between foam mylar,foam mylar air,mylar snow foam
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2","Temp, °C - 2"
4530,2018-06-13 19:23:07,10.77,19.17,1.97
4531,2018-06-13 19:24:07,10.72,19.35,1.97
4532,2018-06-13 19:25:07,10.72,19.30,2.01
4533,2018-06-13 19:26:07,10.68,19.35,2.01
4534,2018-06-13 19:27:07,10.72,19.35,2.01
4535,2018-06-13 19:28:07,10.72,19.39,1.97
4536,2018-06-13 19:29:07,10.72,19.43,2.06
4537,2018-06-13 19:30:07,10.68,19.43,2.06
4538,2018-06-13 19:31:07,10.64,19.43,2.19
4539,2018-06-13 19:32:07,10.68,19.47,2.31
4540,2018-06-13 19:33:07,10.68,19.43,2.23
4541,2018-06-13 19:34:07,10.68,19.47,2.23
4542,2018-06-13 19:35:07,10.72,19.52,2.14
4543,2018-06-13 19:36:07,10.72,19.47,2.06
4544,2018-06-13 19:37:07,10.68,19.47,2.10
4545,2018-06-13 19:38:07,10.68,19.56,2.10
4546,2018-06-13 19:39:07,10.68,19.56,2.14
4547,2018-06-13 19:40:07,10.72,19.52,2.10
4548,2018-06-13 19:41:07,10.72,19.52,2.06
4549,2018-06-13 19:42:07,10.68,19.56,2.06
4550,2018-06-13 19:43:07,10.72,19.43,2.10
4551,2018-06-13 19:44:07,10.68,19.47,2.14
4552,2018-06-13 19:45:07,10.68,19.56,2.10
4553,2018-06-13 19:46:07,10.68,19.56,2.14
4554,2018-06-13 19:47:07,10.68,19.47,2.19
4555,2018-06-13 19:48:07,10.68,19.56,2.14
4556,2018-06-13 19:49:07,10.72,19.65,2.10
4557,2018-06-13 19:50:07,10.72,19.60,2.06
4558,2018-06-13 19:51:07,10.72,19.47,2.14
4559,2018-06-13 19:52:07,10.64,19.47,2.19
4560,2018-06-13 19:53:07,10.68,19.56,2.10
4561,2018-06-13 19:54:07,10.68,19.60,2.06
4562,2018-06-13 19:55:07,10.68,19.56,2.01
4563,2018-06-13 19:56:07,10.72,19.56,2.01
4564,2018-06-13 19:57:07,10.68,19.56,2.01
4565,2018-06-13 19:58:07,10.64,19.56,1.93
4566,2018-06-13 19:59:07,10.64,19.56,1.88
4567,2018-06-13 20:00:07,10.64,19.52,1.93
4568,2018-06-13 20:01:07,10.68,19.43,1.97
4569,2018-06-13 20:02:07,10.68,19.52,1.97
4570,2018-06-13 20:03:07,10.64,19.47,1.88
4571,2018-06-13 20:04:07,10.64,19.52,1.80
4572,2018-06-13 20:05:07,10.64,19.47,1.80
4573,2018-06-13 20:06:07,10.59,19.43,1.80
4574,2018-06-13 20:07:07,10.68,19.39,1.84
4575,2018-06-13 20:08:07,10.64,19.39,1.84
4576,2018-06-13 20:09:07,10.64,19.47,1.84
4577,2018-06-13 20:10:07,10.64,19.43,1.84
4578,2018-06-13 20:11:07,10.59,19.52,1.80
4579,2018-06-13 20:12:07,10.59,19.43,1.88
4580,2018-06-13 20:13:07,10.59,19.43,1.88
4581,2018-06-13 20:14:07,10.55,19.43,1.97
4582,2018-06-13 20:15:07,10.55,19.35,2.06
4583,2018-06-13 20:16:07,10.55,19.22,2.06
4584,2018-06-13 20:17:07,10.55,19.26,2.01
4585,2018-06-13 20:18:07,10.55,19.26,1.97
4586,2018-06-13 20:19:07,10.51,19.09,1.93
4587,2018-06-13 20:20:07,10.55,19.09,1.93
4588,2018-06-13 20:21:07,10.55,19.09,1.88
4589,2018-06-13 20:22:07,10.46,19.13,1.88
4590,2018-06-13 20:23:07,10.51,19.05,1.88
4591,2018-06-13 20:24:07,10.51,19.00,1.93
4592,2018-06-13 20:25:07,10.51,18.83,1.93
4593,2018-06-13 20:26:07,10.46,18.87,1.88
4594,2018-06-13 20:27:07,10.51,18.74,1.93
4595,2018-06-13 20:28:07,10.42,18.79,1.88
4596,2018-06-13 20:29:07,10.46,18.87,1.84
4597,2018-06-13 20:30:07,10.42,18.92,1.88
4598,2018-06-13 20:31:07,10.42,18.87,1.93
4599,2018-06-13 20:32:07,10.42,18.74,1.84
4600,2018-06-13 20:33:07,10.38,18.79,1.84
4601,2018-06-13 20:34:07,10.42,18.87,1.84
4602,2018-06-13 20:35:07,10.34,18.83,1.80
4603,2018-06-13 20:36:07,10.34,18.87,1.80
4604,2018-06-13 20:37:07,10.29,18.79,1.84
4605,2018-06-13 20:38:07,10.29,18.83,1.84
4606,2018-06-13 20:39:07,10.29,18.92,1.67
4607,2018-06-13 20:40:07,10.34,19.05,1.67
4608,2018-06-13 20:41:07,10.29,19.00,1.58
4609,2018-06-13 20:42:07,10.25,19.00,1.58
4610,2018-06-13 20:43:07,10.25,18.92,1.54
4611,2018-06-13 20:44:07,10.25,19.00,1.54
4612,2018-06-13 20:45:07,10.21,19.00,1.50
4613,2018-06-13 20:46:07,10.21,19.05,1.41
4614,2018-06-13 20:47:07,10.21,19.05,1.46
4615,2018-06-13 20:48:07,10.21,19.05,1.50
4616,2018-06-13 20:49:07,10.16,18.96,1.46
4617,2018-06-13 20:50:07,10.16,19.00,1.46
4618,2018-06-13 20:51:07,10.16,18.96,1.41
4619,2018-06-13 20:52:07,10.12,18.96,1.41
4620,2018-06-13 20:53:07,10.12,18.96,1.37
4621,2018-06-13 20:54:07,10.12,19.05,1.37
4622,2018-06-13 20:55:07,10.12,18.96,1.33
4623,2018-06-13 20:56:07,10.12,19.05,1.33
4624,2018-06-13 20:57:07,10.08,18.96,1.33
4625,2018-06-13 20:58:07,10.12,18.92,1.37
4626,2018-06-13 20:59:07,10.04,19.00,1.33
4627,2018-06-13 21:00:07,10.04,19.00,1.37
4628,2018-06-13 21:01:07,10.04,19.00,1.46
4629,2018-06-13 21:02:07,10.04,19.00,1.50
4630,2018-06-13 21:03:07,10.04,18.96,1.46
4631,2018-06-13 21:04:07,10.04,19.00,1.46
4632,2018-06-13 21:05:07,9.99,18.96,1.50
4633,2018-06-13 21:06:07,10.04,19.00,1.50
4634,2018-06-13 21:07:07,9.99,19.00,1.54
4635,2018-06-13 21:08:07,10.04,19.05,1.58
4636,2018-06-13 21:09:07,9.95,19.05,1.58
4637,2018-06-13 21:10:07,9.99,19.09,1.58
4638,2018-06-13 21:11:07,9.99,19.09,1.58
4639,2018-06-13 21:12:07,9.99,19.00,1.54
4640,2018-06-13 21:13:07,9.95,19.00,1.58
4641,2018-06-13 21:14:07,9.95,19.05,1.63
4642,2018-06-13 21:15:07,9.95,19.05,1.67
4643,2018-06-13 21:16:07,9.95,18.83,1.67
4644,2018-06-13 21:17:07,9.91,18.49,1.63
4645,2018-06-13 21:18:07,9.95,18.19,1.63
4646,2018-06-13 21:19:07,9.95,17.97,1.63
4647,2018-06-13 21:20:07,9.95,17.84,1.67
4648,2018-06-13 21:21:07,9.95,17.67,1.71
4649,2018-06-13 21:22:07,9.91,17.63,1.76
4650,2018-06-13 21:23:07,9.95,17.63,1.76
4651,2018-06-13 21:24:07,9.95,17.63,1.80
4652,2018-06-13 21:25:07,9.95,17.54,1.76
4653,2018-06-13 21:26:07,9.91,17.54,1.76
4654,2018-06-13 21:27:07,9.95,17.54,1.80
4655,2018-06-13 21:28:07,9.95,17.54,1.76
4656,2018-06-13 21:29:07,9.99,17.50,1.76
4657,2018-06-13 21:30:07,9.95,17.41,1.67
4658,2018-06-13 21:31:07,9.99,17.46,1.63
4659,2018-06-13 21:32:07,9.95,17.46,1.54
4660,2018-06-13 21:33:07,9.99,17.50,1.54
4661,2018-06-13 21:34:07,9.95,17.54,1.46
4662,2018-06-13 21:35:07,9.99,17.54,1.46
4663,2018-06-13 21:36:07,9.99,17.54,1.41
4664,2018-06-13 21:37:07,10.04,17.50,1.37
4665,2018-06-13 21:38:07,9.99,17.50,1.37
4666,2018-06-13 21:39:07,9.99,17.54,1.33
4667,2018-06-13 21:40:07,9.99,17.54,1.28
4668,2018-06-13 21:41:07,9.95,17.54,1.33
4669,2018-06-13 21:42:07,9.95,17.50,1.33
4670,2018-06-13 21:43:07,9.95,17.50,1.28
4671,2018-06-13 21:44:07,9.95,17.50,1.33
4672,2018-06-13 21:45:07,9.91,17.50,1.28
4673,2018-06-13 21:46:07,9.95,17.50,1.24
4674,2018-06-13 21:47:07,9.91,17.54,1.24
4675,2018-06-13 21:48:07,9.95,17.46,1.28
4676,2018-06-13 21:49:07,9.95,17.46,1.20
4677,2018-06-13 21:50:07,9.95,17.46,1.24
4678,2018-06-13 21:51:07,9.86,17.41,1.20
4679,2018-06-13 21:52:07,9.91,17.46,1.20
4680,2018-06-13 21:53:07,9.91,17.41,1.16
4681,2018-06-13 21:54:07,9.86,17.41,1.16
4682,2018-06-13 21:55:07,9.86,17.41,1.20
4683,2018-06-13 21:56:07,9.86,17.37,1.16
4684,2018-06-13 21:57:07,9.86,17.37,1.16
4685,2018-06-13 21:58:07,9.86,17.33,1.16
4686,2018-06-13 21:59:07,9.82,17.41,1.11
4687,2018-06-13 22:00:07,9.86,17.37,1.16
4688,2018-06-13 22:01:07,9.82,17.33,1.16
4689,2018-06-13 22:02:07,9.82,17.33,1.20
4690,2018-06-13 22:03:07,9.78,17.29,1.16
4691,2018-06-13 22:04:07,9.82,17.37,1.24
4692,2018-06-13 22:05:07,9.78,17.37,1.20
4693,2018-06-13 22:06:07,9.78,17.37,1.24
4694,2018-06-13 22:07:07,9.82,17.33,1.24
4695,2018-06-13 22:08:07,9.78,17.29,1.20
4696,2018-06-13 22:09:07,9.78,17.37,1.28
4697,2018-06-13 22:10:07,9.82,17.37,1.28
4698,2018-06-13 22:11:07,9.82,17.29,1.33
4699,2018-06-13 22:12:07,9.74,17.29,1.33
4700,2018-06-13 22:13:07,9.78,17.33,1.33
4701,2018-06-13 22:14:07,9.74,17.37,1.28
4702,2018-06-13 22:15:07,9.74,17.37,1.33
4703,2018-06-13 22:16:07,9.78,17.37,1.33
4704,2018-06-13 22:17:07,9.74,17.41,1.37
4705,2018-06-13 22:18:07,9.69,17.37,1.41
4706,2018-06-13 22:19:07,9.78,17.37,1.33
4707,2018-06-13 22:20:07,9.74,17.33,1.33
4708,2018-06-13 22:21:07,9.74,17.37,1.33
4709,2018-06-13 22:22:07,9.74,17.37,1.37
4710,2018-06-13 22:23:07,9.74,17.37,1.37
4711,2018-06-13 22:24:07,9.74,17.41,1.33
4712,2018-06-13 22:25:07,9.69,17.41,1.41
4713,2018-06-13 22:26:07,9.69,17.41,1.37
4714,2018-06-13 22:27:07,9.69,17.41,1.37
4715,2018-06-13 22:28:07,9.74,17.41,1.41
4716,2018-06-13 22:29:07,9.69,17.46,1.41
4717,2018-06-13 22:30:07,9.69,17.46,1.46
4718,2018-06-13 22:31:07,9.69,17.41,1.46
4719,2018-06-13 22:32:07,9.69,17.33,1.46
4720,2018-06-13 22:33:07,9.69,17.41,1.46
4721,2018-06-13 22:34:07,9.69,17.41,1.46
4722,2018-06-13 22:35:07,9.69,17.41,1.50
4723,2018-06-13 22:36:07,9.74,17.41,1.46
4724,2018-06-13 22:37:07,9.74,17.37,1.41
4725,2018-06-13 22:38:07,9.69,17.41,1.41
4726,2018-06-13 22:39:07,9.74,17.37,1.41
4727,2018-06-13 22:40:07,9.69,17.33,1.37
4728,2018-06-13 22:41:07,9.74,17.37,1.33
4729,2018-06-13 22:42:07,9.74,17.37,1.28
4730,2018-06-13 22:43:07,9.78,17.37,1.28
4731,2018-06-13 22:44:07,9.74,17.37,1.28
4732,2018-06-13 22:45:07,9.74,17.37,1.28
4733,2018-06-13 22:46:07,9.74,17.33,1.28
4734,2018-06-13 22:47:07,9.74,17.33,1.28
4735,2018-06-13 22:48:07,9.78,17.33,1.41
4736,2018-06-13 22:49:07,9.74,17.37,1.46
4737,2018-06-13 22:50:07,9.74,17.33,1.46
4738,2018-06-13 22:51:07,9.69,17.33,1.50
4739,2018-06-13 22:52:07,9.69,17.33,1.46
4740,2018-06-13 22:53:07,9.74,17.29,1.50
4741,2018-06-13 22:54:07,9.74,17.29,1.50
4742,2018-06-13 22:55:07,9.74,17.16,1.54
4743,2018-06-13 22:56:07,9.74,17.24,1.46
4744,2018-06-13 22:57:07,9.69,17.24,1.46
4745,2018-06-13 22:58:07,9.74,17.24,1.41
4746,2018-06-13 22:59:07,9.78,17.24,1.37
4747,2018-06-13 23:00:07,9.69,17.24,1.33
4748,2018-06-13 23:01:07,9.78,17.29,1.41
4749,2018-06-13 23:02:07,9.74,17.20,1.46
4750,2018-06-13 23:03:07,9.74,17.20,1.46
4751,2018-06-13 23:04:07,9.74,17.24,1.46
4752,2018-06-13 23:05:07,9.74,17.20,1.41
4753,2018-06-13 23:06:07,9.74,17.20,1.37
4754,2018-06-13 23:07:07,9.74,17.29,1.33
4755,2018-06-13 23:08:07,9.78,17.16,1.33
4756,2018-06-13 23:09:07,9.74,17.20,1.33
4757,2018-06-13 23:10:07,9.78,17.20,1.33
4758,2018-06-13 23:11:07,9.74,17.20,1.33
4759,2018-06-13 23:12:07,9.74,17.20,1.33
4760,2018-06-13 23:13:07,9.74,17.24,1.33
4761,2018-06-13 23:14:07,9.69,17.29,1.33
4762,2018-06-13 23:15:07,9.74,17.20,1.41
4763,2018-06-13 23:16:07,9.74,17.16,1.37
4764,2018-06-13 23:17:07,9.78,17.20,1.41
4765,2018-06-13 23:18:07,9.74,17.16,1.37
4766,2018-06-13 23:19:07,9.74,17.16,1.33
4767,2018-06-13 23:20:07,9.69,17.20,1.33
4768,2018-06-13 23:21:07,9.74,17.20,1.33
4769,2018-06-13 23:22:07,9.74,17.11,1.33
4770,2018-06-13 23:23:07,9.69,17.11,1.33
4771,2018-06-13 23:24:07,9.69,17.11,1.41
4772,2018-06-13 23:25:07,9.69,17.07,1.46
4773,2018-06-13 23:26:07,9.69,17.03,1.46
4774,2018-06-13 23:27:07,9.65,17.11,1.46
4775,2018-06-13 23:28:07,9.69,16.86,1.41
4776,2018-06-13 23:29:07,9.69,16.86,1.46
4777,2018-06-13 23:30:07,9.65,16.94,1.46
4778,2018-06-13 23:31:07,9.65,16.99,1.41
4779,2018-06-13 23:32:07,9.65,16.99,1.41
4780,2018-06-13 23:33:07,9.65,17.03,1.33
4781,2018-06-13 23:34:07,9.69,17.11,1.37
4782,2018-06-13 23:35:07,9.65,16.94,1.41
4783,2018-06-13 23:36:07,9.65,17.07,1.37
4784,2018-06-13 23:37:07,9.65,17.11,1.37
4785,2018-06-13 23:38:07,9.65,17.11,1.46
4786,2018-06-13 23:39:07,9.65,17.03,1.50
4787,2018-06-13 23:40:07,9.61,17.03,1.58
4788,2018-06-13 23:41:07,9.65,17.07,1.54
4789,2018-06-13 23:42:07,9.61,17.16,1.58
4790,2018-06-13 23:43:07,9.56,17.20,1.58
4791,2018-06-13 23:44:07,9.61,17.20,1.71
4792,2018-06-13 23:45:07,9.61,17.11,1.76
4793,2018-06-13 23:46:07,9.61,17.11,1.80
4794,2018-06-13 23:47:07,9.52,17.11,1.80
4795,2018-06-13 23:48:07,9.61,17.07,1.84
4796,2018-06-13 23:49:07,9.56,17.24,1.80
4797,2018-06-13 23:50:07,9.56,17.20,1.71
4798,2018-06-13 23:51:07,9.56,17.24,1.63
4799,2018-06-13 23:52:07,9.52,17.29,1.54
4800,2018-06-13 23:53:07,9.52,17.33,1.54
4801,2018-06-13 23:54:07,9.52,17.29,1.58
4802,2018-06-13 23:55:07,9.56,17.24,1.58
4803,2018-06-13 23:56:07,9.52,17.33,1.54
4804,2018-06-13 23:57:07,9.56,17.33,1.54
4805,2018-06-13 23:58:07,9.56,17.33,1.54
4806,2018-06-13 23:59:07,9.56,17.33,1.54
4807,2018-06-14 0:00:07,9.56,17.33,1.58
4808,2018-06-14 0:01:07,9.52,17.33,1.58
4809,2018-06-14 0:02:07,9.56,17.29,1.54
4810,2018-06-14 0:03:07,9.61,17.24,1.54
4811,2018-06-14 0:04:07,9.56,17.29,1.54
4812,2018-06-14 0:05:07,9.65,17.33,1.50
4813,2018-06-14 0:06:07,9.61,17.29,1.46
4814,2018-06-14 0:07:07,9.61,17.29,1.37
4815,2018-06-14 0:08:07,9.61,17.29,1.33
4816,2018-06-14 0:09:07,9.65,17.33,1.28
4817,2018-06-14 0:10:07,9.65,17.29,1.24
4818,2018-06-14 0:11:07,9.65,17.24,1.20
4819,2018-06-14 0:12:07,9.65,17.29,1.16
4820,2018-06-14 0:13:07,9.65,17.20,1.20
4821,2018-06-14 0:14:07,9.61,17.16,1.16
4822,2018-06-14 0:15:07,9.61,17.20,1.11
4823,2018-06-14 0:16:07,9.65,17.16,1.11
4824,2018-06-14 0:17:07,9.65,17.11,1.11
4825,2018-06-14 0:18:07,9.65,17.07,1.16
4826,2018-06-14 0:19:07,9.65,17.07,1.11
4827,2018-06-14 0:20:07,9.61,17.07,1.11
4828,2018-06-14 0:21:07,9.61,17.03,1.07
4829,2018-06-14 0:22:07,9.61,17.07,1.11
4830,2018-06-14 0:23:07,9.61,17.11,1.07
4831,2018-06-14 0:24:07,9.61,16.99,1.07
4832,2018-06-14 0:25:07,9.61,17.03,1.03
4833,2018-06-14 0:26:07,9.56,17.07,1.03
4834,2018-06-14 0:27:07,9.61,17.11,1.03
4835,2018-06-14 0:28:07,9.56,17.07,1.03
4836,2018-06-14 0:29:07,9.52,17.07,1.03
4837,2018-06-14 0:30:07,9.56,17.07,0.98
4838,2018-06-14 0:31:07,9.52,17.07,0.98
4839,2018-06-14 0:32:07,9.52,17.11,0.98
4840,2018-06-14 0:33:07,9.48,17.11,0.98
4841,2018-06-14 0:34:07,9.52,17.07,1.03
4842,2018-06-14 0:35:07,9.48,17.07,0.98
4843,2018-06-14 0:36:07,9.48,17.16,1.03
4844,2018-06-14 0:37:07,9.48,17.11,0.98
4845,2018-06-14 0:38:07,9.48,17.11,0.98
4846,2018-06-14 0:39:07,9.44,17.16,0.98
4847,2018-06-14 0:40:07,9.44,17.11,0.98
4848,2018-06-14 0:41:07,9.39,17.16,0.98
4849,2018-06-14 0:42:07,9.39,17.16,0.98
4850,2018-06-14 0:43:07,9.39,17.16,0.94
4851,2018-06-14 0:44:07,9.39,17.16,1.03
4852,2018-06-14 0:45:07,9.39,17.16,0.98
4853,2018-06-14 0:46:07,9.39,17.20,0.98
4854,2018-06-14 0:47:07,9.35,17.11,0.98
4855,2018-06-14 0:48:07,9.35,17.24,1.03
4856,2018-06-14 0:49:07,9.35,17.16,1.03
4857,2018-06-14 0:50:07,9.35,17.16,0.98
4858,2018-06-14 0:51:07,9.39,17.16,0.98
4859,2018-06-14 0:52:07,9.39,17.11,1.03
4860,2018-06-14 0:53:07,12.87,17.11,1.07
4861,2018-06-14 0:54:07,13.60,16.81,1.16
4862,2018-06-14 0:55:07,13.55,16.73,1.24
4863,2018-06-14 0:56:07,12.95,16.64,1.24
4864,2018-06-14 0:57:07,12.57,16.64,1.28
4865,2018-06-14 0:58:07,12.57,16.64,1.33
4866,2018-06-14 0:59:07,12.95,16.73,1.37
4867,2018-06-14 1:00:07,13.12,16.64,1.41
4868,2018-06-14 1:01:07,13.43,16.73,1.37
4869,2018-06-14 1:02:07,13.25,16.73,1.41
4870,2018-06-14 1:03:07,12.95,16.69,1.37
4871,2018-06-14 1:04:07,12.65,16.69,1.46
4872,2018-06-14 1:05:07,12.31,16.73,1.58
4873,2018-06-14 1:06:07,12.05,16.60,1.67
4874,2018-06-14 1:07:07,11.88,16.60,1.80
4875,2018-06-14 1:08:07,11.67,16.60,1.84
4876,2018-06-14 1:09:07,11.49,16.60,1.93
4877,2018-06-14 1:10:07,11.37,16.51,2.01
4878,2018-06-14 1:11:07,11.24,16.47,2.10
4879,2018-06-14 1:12:07,11.19,16.47,2.14
4880,2018-06-14 1:13:07,11.07,16.51,2.06
4881,2018-06-14 1:14:07,10.94,16.39,2.10
4882,2018-06-14 1:15:07,10.98,16.34,2.06
4883,2018-06-14 1:16:07,10.81,16.26,2.06
4884,2018-06-14 1:17:07,10.77,16.26,1.97
4885,2018-06-14 1:18:07,10.68,16.13,1.97
4886,2018-06-14 1:19:07,10.64,16.04,1.93
4887,2018-06-14 1:20:07,10.59,15.96,1.88
4888,2018-06-14 1:21:07,10.51,15.87,1.84
4889,2018-06-14 1:22:07,10.51,15.78,1.80
4890,2018-06-14 1:23:07,10.42,15.74,1.80
4891,2018-06-14 1:24:07,10.42,15.61,1.76
4892,2018-06-14 1:25:07,10.34,15.57,1.71
4893,2018-06-14 1:26:07,10.29,15.57,1.67
4894,2018-06-14 1:27:07,10.29,15.44,1.67
4895,2018-06-14 1:28:07,10.21,15.40,1.54
4896,2018-06-14 1:29:07,10.21,15.31,1.54
4897,2018-06-14 1:30:07,10.16,15.31,1.54
4898,2018-06-14 1:31:07,10.08,15.23,1.50
4899,2018-06-14 1:32:07,10.04,15.18,1.46
4900,2018-06-14 1:33:07,9.99,15.10,1.46
4901,2018-06-14 1:34:07,9.95,15.14,1.46
4902,2018-06-14 1:35:07,9.95,15.10,1.37
4903,2018-06-14 1:36:07,9.82,15.14,1.37
4904,2018-06-14 1:37:07,9.78,14.97,1.37
4905,2018-06-14 1:38:07,9.78,15.01,1.33
4906,2018-06-14 1:39:07,9.69,14.97,1.37
4907,2018-06-14 1:40:07,9.65,15.10,1.24
4908,2018-06-14 1:41:07,9.65,14.88,1.28
4909,2018-06-14 1:42:07,9.61,15.06,1.28
4910,2018-06-14 1:43:07,9.56,14.93,1.24
4911,2018-06-14 1:44:07,9.52,14.93,1.24
4912,2018-06-14 1:45:07,9.52,15.10,1.20
4913,2018-06-14 1:46:07,9.48,15.01,1.16
4914,2018-06-14 1:47:07,9.44,15.10,1.16
4915,2018-06-14 1:48:07,9.39,15.01,1.16
4916,2018-06-14 1:49:07,9.35,14.97,1.16
4917,2018-06-14 1:50:07,9.31,14.93,1.11
4918,2018-06-14 1:51:07,9.31,14.84,1.16
4919,2018-06-14 1:52:07,9.22,14.93,1.16
4920,2018-06-14 1:53:07,9.22,14.97,1.11
4921,2018-06-14 1:54:07,9.14,14.88,1.07
4922,2018-06-14 1:55:07,9.18,14.88,1.03
4923,2018-06-14 1:56:07,9.14,14.97,1.03
4924,2018-06-14 1:57:07,9.09,14.84,1.07
4925,2018-06-14 1:58:07,9.05,14.71,0.98
4926,2018-06-14 1:59:07,9.01,14.97,1.03
4927,2018-06-14 2:00:07,9.01,14.75,1.03
4928,2018-06-14 2:01:07,8.96,14.67,0.98
4929,2018-06-14 2:02:07,8.92,14.67,0.94
4930,2018-06-14 2:03:07,8.92,14.75,0.94
4931,2018-06-14 2:04:07,8.88,14.80,0.90
4932,2018-06-14 2:05:07,8.83,14.71,0.94
4933,2018-06-14 2:06:07,8.83,14.54,0.94
4934,2018-06-14 2:07:07,8.79,14.67,0.94
4935,2018-06-14 2:08:07,8.71,14.67,0.94
4936,2018-06-14 2:09:07,8.75,14.80,0.94
4937,2018-06-14 2:10:07,8.66,14.75,0.90
4938,2018-06-14 2:11:07,8.66,14.84,0.90
4939,2018-06-14 2:12:07,8.58,14.71,0.86
4940,2018-06-14 2:13:07,8.58,14.84,0.86
4941,2018-06-14 2:14:07,8.53,14.80,0.90
4942,2018-06-14 2:15:07,8.53,14.71,0.90
4943,2018-06-14 2:16:07,8.53,14.58,0.90
4944,2018-06-14 2:17:07,8.49,14.67,0.86
4945,2018-06-14 2:18:07,8.41,14.54,0.86
4946,2018-06-14 2:19:07,8.41,14.58,0.86
4947,2018-06-14 2:20:07,8.41,14.63,0.90
4948,2018-06-14 2:21:07,8.32,14.45,0.81
4949,2018-06-14 2:22:07,8.36,14.58,0.86
4950,2018-06-14 2:23:07,8.32,14.71,0.81
4951,2018-06-14 2:24:07,8.32,14.58,0.81
4952,2018-06-14 2:25:07,8.28,14.41,0.81
4953,2018-06-14 2:26:07,8.28,14.37,0.81
4954,2018-06-14 2:27:07,8.23,14.37,0.77
4955,2018-06-14 2:28:07,8.23,14.24,0.81
4956,2018-06-14 2:29:07,8.23,14.20,0.77
4957,2018-06-14 2:30:07,8.15,14.37,0.77
4958,2018-06-14 2:31:07,8.15,14.41,0.77
4959,2018-06-14 2:32:07,8.15,14.58,0.73
4960,2018-06-14 2:33:07,8.11,14.50,0.77
4961,2018-06-14 2:34:07,8.11,14.67,0.73
4962,2018-06-14 2:35:07,8.06,14.63,0.77
4963,2018-06-14 2:36:07,8.06,14.58,0.73
4964,2018-06-14 2:37:07,7.98,14.45,0.73
4965,2018-06-14 2:38:07,7.98,14.37,0.73
4966,2018-06-14 2:39:07,7.98,14.37,0.77
4967,2018-06-14 2:40:07,7.98,14.37,0.68
4968,2018-06-14 2:41:07,7.98,14.28,0.77
4969,2018-06-14 2:42:07,7.98,14.24,0.73
4970,2018-06-14 2:43:07,7.89,14.28,0.68
4971,2018-06-14 2:44:07,7.98,14.20,0.73
4972,2018-06-14 2:45:07,7.89,14.20,0.73
4973,2018-06-14 2:46:07,7.93,14.11,0.73
4974,2018-06-14 2:47:07,7.89,14.03,0.68
4975,2018-06-14 2:48:07,7.89,13.98,0.73
4976,2018-06-14 2:49:07,7.85,13.90,0.68
4977,2018-06-14 2:50:07,7.85,14.03,0.68
4978,2018-06-14 2:51:07,7.85,13.98,0.64
4979,2018-06-14 2:52:07,7.81,14.11,0.64
4980,2018-06-14 2:53:07,7.85,13.98,0.68
4981,2018-06-14 2:54:07,7.76,14.03,0.64
4982,2018-06-14 2:55:07,7.81,14.11,0.68
4983,2018-06-14 2:56:07,7.76,14.15,0.68
4984,2018-06-14 2:57:07,7.81,14.11,0.68
4985,2018-06-14 2:58:07,7.76,14.07,0.64
4986,2018-06-14 2:59:07,7.72,14.24,0.68
4987,2018-06-14 3:00:07,7.76,14.20,0.73
4988,2018-06-14 3:01:07,7.72,14.15,0.68
4989,2018-06-14 3:02:07,7.72,14.11,0.68
4990,2018-06-14 3:03:07,7.76,14.28,0.73
4991,2018-06-14 3:04:07,7.72,14.07,0.73
4992,2018-06-14 3:05:07,7.68,14.03,0.73
4993,2018-06-14 3:06:07,7.68,14.07,0.77
4994,2018-06-14 3:07:07,7.68,14.03,0.77
4995,2018-06-14 3:08:07,7.68,14.11,0.81
4996,2018-06-14 3:09:07,7.72,14.03,0.77
4997,2018-06-14 3:10:07,7.72,14.11,0.81
4998,2018-06-14 3:11:07,7.68,14.11,0.77
4999,2018-06-14 3:12:07,7.72,14.07,0.73
5000,2018-06-14 3:13:07,7.68,14.07,0.73
5001,2018-06-14 3:14:07,7.68,14.07,0.73
5002,2018-06-14 3:15:07,7.63,13.98,0.68
5003,2018-06-14 3:16:07,7.76,14.11,0.68
5004,2018-06-14 3:17:07,7.68,14.07,0.73
5005,2018-06-14 3:18:07,7.68,14.03,0.73
5006,2018-06-14 3:19:07,7.68,14.15,0.73
5007,2018-06-14 3:20:07,7.72,14.07,0.68
5008,2018-06-14 3:21:07,7.68,14.07,0.68
5009,2018-06-14 3:22:07,7.68,14.15,0.73
5010,2018-06-14 3:23:07,7.68,14.15,0.68
5011,2018-06-14 3:24:07,7.68,14.11,0.64
5012,2018-06-14 3:25:07,7.68,14.03,0.68
5013,2018-06-14 3:26:07,7.63,13.94,0.68
5014,2018-06-14 3:27:07,7.68,14.03,0.73
5015,2018-06-14 3:28:07,7.68,13.94,0.64
5016,2018-06-14 3:29:07,7.68,13.94,0.68
5017,2018-06-14 3:30:07,7.63,13.81,0.68
5018,2018-06-14 3:31:07,7.68,13.81,0.64
5019,2018-06-14 3:32:07,7.68,13.81,0.68
5020,2018-06-14 3:33:07,7.68,13.81,0.64
5021,2018-06-14 3:34:07,7.63,13.64,0.64
5022,2018-06-14 3:35:07,7.63,13.60,0.64
5023,2018-06-14 3:36:07,7.63,13.55,0.64
5024,2018-06-14 3:37:07,7.68,13.55,0.60
5025,2018-06-14 3:38:07,7.59,13.43,0.64
5026,2018-06-14 3:39:07,7.63,13.34,0.64
